""	WT_1	WT_2	WT_3	Y2_1	Y2_2	Y2_3	YT_1	YT_2	YT_3
DRAXIN	1473	1344	2406	2767	1745	3926	5014	2207	7651
ENSG00000301523	0	0	0	2	1	1	0	0	0
ENSG00000305789	0	1	1	6	2	1	0	0	1
AGTRAP	1822	1668	1897	3189	737	2642	2277	1501	1910
C1orf167	21	16	17	9	4	33	5	8	13
C1orf167-AS1	0	0	0	0	0	1	0	0	0
MTHFR	687	678	757	1294	495	1131	1098	791	1834
CLCN6	1285	1093	919	1533	1925	1982	4875	1774	2780
ENSG00000276470	0	0	0	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0	0	0	0
NPPA	0	0	0	0	0	0	0	0	0
ENSG00000275915	0	0	0	0	0	0	0	0	0
NPPB	0	1	2	0	0	0	0	0	0
SBF1P2	0	0	0	0	0	0	0	0	0
ENSG00000285646	1	0	1	1	1	3	0	1	4
RNU5E-1	0	0	0	0	0	0	0	0	0
RNU5E-4P	0	0	0	0	0	0	0	0	1
KIAA2013	1634	1505	1476	2878	1269	2138	2814	1570	2341
PLOD1	2605	2418	2752	4855	2285	4587	7003	3920	4163
ENSG00000287384	0	0	0	0	0	0	0	0	0
MFN2	3046	3037	3481	6505	2550	5661	4695	2585	7137
ENSG00000270914	0	0	0	0	0	0	0	0	0
MIIP	1177	1056	1975	1790	411	2098	1493	1131	2015
MIR6729	0	0	0	0	0	0	0	0	0
RN7SL649P	0	0	0	0	0	0	0	0	0
TNFRSF8	1066	973	642	4191	1191	1481	1293	791	1954
RNU6-777P	0	0	0	0	0	0	0	0	0
RPL23AP89	0	0	0	0	0	0	0	0	0
ENSG00000285604	0	0	0	0	0	0	0	0	0
ENSG00000294285	0	0	0	0	0	0	0	0	0
ENSG00000301863	0	0	0	0	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0	0
TNFRSF1B	173	126	126	76	76	146	230	129	178
ENSG00000296888	0	0	0	0	0	0	0	0	0
MIR4632	0	0	0	0	0	0	0	0	0
ENSG00000297053	0	0	0	0	0	0	0	0	0
RPL10P17	0	0	0	0	0	0	0	0	0
SNORA70	0	0	2	1	2	8	2	3	2
VPS13D	1091	716	1310	1571	1009	2240	1471	576	2433
ENSG00000295309	0	0	0	0	0	0	0	0	0
SNORA59A	6	5	2	2	3	13	6	1	7
LINC02766	0	0	0	0	0	0	0	0	1
ENSG00000309694	0	0	0	0	0	1	1	1	2
DHRS3	194	168	553	277	70	170	52	37	35
RNU6ATAC18P	0	0	1	0	0	0	0	0	0
MIR6730	0	0	1	0	0	0	0	0	0
ENSG00000305650	0	0	0	0	0	0	0	0	0
ENSG00000288927	3	2	4	3	0	2	2	0	0
AADACL4	0	0	0	0	0	0	0	0	0
ENSG00000226166	0	0	0	0	0	0	0	0	0
AADACL3	9	9	16	23	6	3	0	0	0
CFAP107	0	0	1	1	1	1	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0
PRAMEF30P	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	5	5	117	52	4	125	6	12
PRAMEF2	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	1	0	0	0
ENSG00000296105	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0
PRAMEF29P	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0
PRAMEF28P	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0
PRAMEF35P	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	1	14	5	2	13	3	0	18
PRAMEF36P	0	0	0	0	0	0	0	0	0
ENSG00000297821	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	1	0	9	1	0	1	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0
ENSG00000295394	0	0	0	0	0	0	0	0	0
PRAMEF31P	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0
PRAMEF32P	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0
ENSG00000228229	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0
ENSG00000307992	0	0	0	0	0	0	0	0	0
ENSG00000295011	0	0	0	0	0	0	0	0	0
LRRC38	9	9	7	8	6	19	10	2	11
ENSG00000301663	0	0	0	0	0	0	0	0	0
ENSG00000259961	0	1	0	0	0	0	1	0	0
BRWD1P1	0	0	0	0	0	0	0	0	0
PDPN	3035	2712	3388	15043	12503	7043	12609	4279	10389
RNA5SP41	0	0	0	0	0	0	0	0	0
ENSG00000237445	0	0	0	0	1	0	0	0	0
ENSG00000295237	1	2	1	3	0	2	5	5	2
ENSG00000253085	0	0	0	0	0	0	0	0	0
PRDM2	809	695	1043	1248	1447	1856	2665	783	2070
ENSG00000289380	0	0	2	0	0	0	0	0	0
ENSG00000304226	0	0	1	0	0	0	1	0	0
KAZN	439	371	530	1247	908	1166	1441	552	1109
RNU6-1265P	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	4
KAZN-AS1	0	0	0	0	0	5	0	0	0
ENSG00000302124	0	0	0	0	0	0	0	0	0
TBCAP2	0	0	0	0	0	0	0	0	0
ENSG00000287756	0	0	0	0	0	0	0	0	0
ENSG00000294214	0	0	0	0	0	0	0	0	0
ENSG00000294586	0	5	9	52	53	30	40	7	17
ENSG00000293964	0	0	0	0	0	0	0	0	0
TMEM51-AS1	48	33	107	107	58	112	108	43	99
ENSG00000310342	0	0	0	0	0	0	0	0	0
TMEM51	338	319	416	809	558	643	1247	486	821
TMEM51-AS2	0	0	0	0	0	0	2	0	0
MFFP1	0	0	0	0	0	0	0	0	1
ZBTB2P1	0	0	3	4	2	1	3	0	0
FHAD1	89	65	121	81	81	132	190	70	228
EFHD2-AS1	15	6	10	11	6	15	9	7	14
FHAD1-AS1	0	0	0	2	0	1	0	0	1
ENSG00000236045	0	0	0	0	0	0	0	0	0
EFHD2	1201	1031	1033	2443	1558	2051	2308	1181	2619
CTRC	0	0	1	0	0	1	0	0	2
CELA2A	0	0	0	0	0	0	0	0	0
CELA2B	0	0	0	0	0	0	0	0	0
CASP9	764	705	632	1258	623	1328	1101	552	1171
DNAJC16	823	698	1084	1452	1076	1215	1430	481	1314
SCARNA21B	0	0	1	0	0	0	0	0	0
ENSG00000272510	2	1	1	2	5	1	7	7	4
AGMAT	223	205	279	252	139	275	285	130	500
ENSG00000237301	1	2	2	0	3	4	5	1	4
CHCHD2P6	173	143	98	172	29	216	117	151	218
RNU7-179P	0	0	0	0	0	0	0	0	0
ENSG00000294489	0	0	0	0	0	1	0	0	1
CD24P1	0	0	1	0	0	0	0	0	0
DDI2	1442	1215	2168	2801	1973	2682	2462	939	3418
RSC1A1	0	0	1	0	0	1	0	0	0
PLEKHM2	2403	2158	2732	3715	1509	3529	3480	1887	3982
ENSG00000271742	0	0	0	0	0	0	0	0	0
ENSG00000237938	0	0	0	3	0	0	0	1	0
SLC25A34	8	7	14	18	16	37	31	19	53
SLC25A34-AS1	0	0	1	0	0	1	0	0	0
TMEM82	28	31	84	14	4	34	29	32	22
ENSG00000297277	3	0	9	4	4	17	5	4	6
FBLIM1	3353	2955	3110	6356	2552	4165	5785	2817	5656
SPEN-AS1	118	125	211	173	172	216	266	86	121
RPL12P14	0	0	1	31	17	1	47	2	0
UQCRHL	1822	1941	2269	4149	2123	4876	3274	1798	4622
ENSG00000178715	235	193	187	437	108	234	271	126	232
SPEN	1803	1273	3080	3416	3365	5482	6377	1957	6974
ENSG00000270620	0	0	0	0	0	0	0	0	0
ZBTB17	506	403	557	876	355	1067	779	410	996
ENSG00000234607	0	0	0	0	0	0	0	0	1
ENSG00000231353	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0
TBC1D3P6	0	0	0	0	0	0	0	0	0
SRARP	3	0	1	0	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0
HSPB7	2	1	2	2	0	4	1	0	1
CLCNKA	21	14	37	43	18	74	57	27	66
ENSG00000307216	1	4	5	5	1	2	4	6	2
FAM131C2P	0	0	0	0	0	0	0	0	0
CLCNKB	99	93	211	80	48	190	197	89	104
FAM131C	53	40	50	20	12	27	47	25	19
EPHA2	1126	995	1233	1603	605	2060	1953	1095	1596
EPHA2-AS1	0	3	3	7	7	6	6	1	8
ENSG00000297531	0	1	0	1	0	2	0	0	0
ARHGEF19	1803	1603	1740	2864	644	1213	417	344	597
ENSG00000291077	0	4	4	4	0	4	0	0	0
ANO7L1	3	3	6	1	1	6	1	0	2
ENSG00000288398	67	83	126	273	85	198	177	109	141
CPLANE2	89	63	137	159	29	182	68	58	92
ENSG00000293791	1	3	3	4	2	19	11	1	7
MT1XP1	0	0	0	0	0	0	0	0	0
FBXO42	1327	1215	1235	1980	1243	1882	3068	1414	2206
SZRD1	5178	5174	3522	10377	3936	6560	7513	4231	7300
RPL22P3	26	27	148	86	31	236	68	71	236
SPATA21	3	2	7	1	0	9	5	2	11
NECAP2	1460	1348	1066	2417	1472	1592	2050	1101	1929
CROCCP3	85	38	195	51	93	317	244	75	294
LINC01772	5	3	5	8	4	13	12	3	12
ENSG00000306228	3	6	4	5	10	21	7	7	3
RNU1-1	1	0	1	1	0	0	0	2	0
ENSG00000224174	56	48	62	46	30	27	57	14	20
LINC01783	11	4	2	9	1	13	14	11	19
RNU1-6P	0	0	0	0	0	0	0	0	0
ENSG00000298308	11	22	42	34	19	68	39	29	39
PDE4DIPP8	0	0	0	0	0	0	0	0	0
NBPF1	318	280	811	1093	973	1095	1115	329	968
ENSG00000271732	0	0	0	4	2	2	1	4	0
ENSG00000291072	277	211	407	268	344	591	524	277	583
CROCCP2	4	0	22	2	1	22	0	2	13
ENSG00000283773	0	0	0	0	0	0	0	0	0
ENSG00000293920	1	1	0	0	4	16	4	4	8
ENSG00000293901	0	0	0	0	0	0	0	0	0
MST1P2	49	21	141	58	22	36	15	4	23
ENSG00000282143	0	0	0	0	3	1	2	1	0
RNU1-3	0	0	0	0	0	0	0	0	0
ENSG00000280114	2	0	1	1	6	3	3	1	6
ENSG00000290849	790	673	440	1017	583	1368	774	589	1498
EIF1AXP1	0	0	0	0	0	0	0	0	0
ENSG00000296694	2	1	9	7	1	46	2	1	43
ESPNP	13	7	2	14	0	6	10	18	6
ENSG00000279151	0	0	0	0	0	0	0	0	0
ENSG00000293526	0	1	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	1	0	1	1	0	0
CROCC	691	483	1441	951	227	2062	829	533	2309
ENSG00000290850	4	1	3	5	8	10	7	0	5
RNU1-4	0	1	0	0	0	0	0	1	0
CROCCP4	0	0	0	0	0	0	0	0	0
ENSG00000290851	12	8	23	0	2	0	3	1	0
MST1L	0	0	0	0	0	0	0	0	0
ENSG00000223643	0	0	0	0	0	0	0	0	0
PDE4DIPP9	0	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0
ENSG00000302843	0	1	1	0	0	3	3	0	1
LINC03126	28	15	17	31	25	37	52	31	78
RNU1-5P	0	0	0	0	0	0	0	0	0
ENSG00000238142	90	102	90	143	112	119	239	103	91
ENSG00000235241	0	0	0	1	0	0	0	0	0
RNU1-2	0	0	0	0	0	3	0	0	0
ENSG00000272426	0	1	0	1	0	0	2	0	2
ENSG00000290122	1	0	1	0	4	8	2	1	2
MFAP2	3043	2838	3236	4554	3292	3137	7145	2703	3740
ENSG00000286898	0	0	2	6	2	2	6	0	3
ENSG00000226526	0	1	1	2	0	0	1	0	0
ATP13A2	3636	3096	3708	5173	1505	4399	3789	2363	3648
ENSG00000288636	0	0	0	0	0	0	0	0	0
SDHB	1615	1456	1122	3008	3015	2204	2589	866	1775
PADI2	428	412	361	586	436	774	1300	527	819
LINC02783	0	0	2	2	3	5	1	0	0
ENSG00000282843	0	0	0	0	0	0	0	0	0
PADI1	18	23	72	28	3	40	26	11	27
PADI3	135	110	686	60	43	122	221	71	131
MIR3972	1	0	0	0	0	0	0	0	0
PADI4	14	8	22	1	3	5	23	4	11
PADI6	0	0	0	1	0	1	0	0	2
RCC2-AS1	0	1	3	0	0	6	2	0	4
RCC2	17900	17867	11925	48293	27357	29406	29103	12697	32167
ENSG00000308620	0	0	0	0	0	0	0	0	0
ENSG00000290096	0	0	4	5	2	6	3	0	14
ENSG00000307703	0	1	1	3	4	15	0	0	0
ENSG00000306620	0	0	0	0	0	0	0	0	0
ARHGEF10L	1120	942	1549	2596	712	2615	2032	1342	3236
ENSG00000302710	0	0	0	0	1	0	0	0	0
LINC02810	0	0	0	0	0	0	0	0	0
ACTL8	44	32	20	36	36	45	87	42	133
ENSG00000296176	0	0	0	0	0	0	0	0	0
ENSG00000296161	0	0	0	0	0	0	0	0	0
ENSG00000284653	0	0	0	0	0	0	0	0	0
ENSG00000302372	0	0	0	1	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0
IGSF21	660	612	732	709	567	646	456	199	248
ENSG00000280222	2	1	2	5	3	2	0	0	0
ENSG00000293810	0	0	0	0	0	0	0	0	1
IGSF21-AS1	0	0	0	0	0	0	0	0	0
ENSG00000293766	0	0	0	0	0	0	0	0	0
ENSG00000225387	8	7	16	2	5	8	9	3	4
ENSG00000294535	6	3	1	4	6	9	5	2	7
KLHDC7A	824	748	1539	240	74	247	52	28	146
DYNLL1P3	0	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0
ENSG00000300147	0	0	0	0	0	2	0	0	0
PAX7	234	215	43	97	68	32	64	16	9
ENSG00000308985	0	1	0	0	0	0	0	0	0
TAS1R2	0	0	0	0	0	0	0	0	0
ALDH4A1	2014	1897	2280	2233	344	2403	1291	1094	1853
MIR4695	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0
ENSG00000310349	1	0	3	2	0	1	1	1	0
IFFO2	445	427	494	617	327	699	605	255	516
ENSG00000295712	0	0	0	0	0	0	0	0	0
ENSG00000308389	0	0	0	0	0	0	0	0	0
ENSG00000307102	0	0	0	0	0	0	0	0	0
ENSG00000272084	7	5	18	9	2	16	15	9	32
UBR4	4800	2614	8014	5596	4176	12828	9303	3218	14883
EMC1-AS1	19	17	21	24	30	47	62	26	44
EMC1	2488	2121	2991	4429	2585	4548	4059	1622	4626
MRTO4	1767	1785	2034	3408	1824	2794	2450	1119	3303
ENSG00000286064	0	0	0	0	0	0	0	0	0
AKR7L	7	6	24	15	24	18	35	20	35
AKR7A3	11	14	8	18	13	17	24	11	18
ENSG00000270728	0	0	0	0	0	0	0	0	0
ENSG00000308073	0	0	0	0	0	0	0	0	0
AKR7A2	1020	848	952	1698	790	1665	1956	790	1158
RNU6-1099P	1	0	3	1	7	2	0	2	3
SLC66A1	561	477	486	1001	354	712	730	456	859
CAPZB	11350	9930	11255	17543	15500	17546	26012	9922	17925
ENSG00000306364	0	0	0	0	0	0	0	0	0
RN7SL277P	0	0	0	0	0	0	0	0	0
ENSG00000306329	0	0	0	0	0	0	0	0	0
MICOS10	480	242	157	850	2734	284	1556	242	293
ENSG00000306287	0	0	0	0	0	0	0	0	0
RNU4-28P	0	0	0	0	0	0	0	0	0
MICOS10-DT	0	0	0	0	0	0	0	0	0
NBL1	200	163	219	585	87	289	94	96	98
MICOS10-NBL1	0	0	0	0	0	0	0	0	0
ENSG00000226396	31	35	47	258	24	61	126	50	25
ENSG00000306350	0	0	0	0	0	0	0	0	0
HTR6	144	105	134	126	103	291	516	220	263
TMCO4	159	137	156	355	121	207	85	42	131
RNF186	0	1	0	0	0	0	0	0	0
RNF186-AS1	0	0	0	1	0	0	0	0	0
OTUD3	447	417	750	692	470	1355	903	404	1023
ENSG00000308515	0	0	0	0	0	0	0	0	0
PLA2G2E	0	0	1	0	0	0	0	0	0
RN7SL304P	0	0	0	0	0	0	0	0	0
PLA2G2A	149	146	1313	1543	2753	679	2660	737	573
ENSG00000297402	0	0	0	0	0	0	0	0	0
PLA2G5	0	2	3	0	1	2	3	1	3
PLA2G2D	0	0	0	0	0	2	2	1	0
ENSG00000307383	0	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	0	2	3	0	1
PLA2G2C	2	2	1	13	9	11	22	5	11
UBXN10	72	57	75	168	125	210	335	147	338
LINC01757	0	0	0	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0	0	0	0
VWA5B1	50	53	38	75	77	230	377	157	437
ENSG00000226664	0	0	0	0	0	0	0	0	0
ENSG00000304627	0	0	0	0	0	0	0	0	0
LINC01141	0	0	0	0	0	0	3	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0	0	0	0
ENSG00000296909	0	0	0	0	0	5	0	0	3
CAMK2N1	146	130	196	464	1069	483	1607	313	270
ENSG00000289402	1	1	6	7	2	13	3	6	2
MUL1	967	926	999	2116	927	2141	1871	1004	2252
RPS4XP4	0	0	0	0	0	0	0	0	0
FAM43B	108	96	31	137	36	221	287	275	355
CDA	239	225	294	1110	632	563	519	237	290
PINK1	935	793	1091	4314	1549	2985	2134	1196	1762
MIR6084	0	0	0	0	0	0	0	0	0
PINK1-AS	268	211	133	385	303	373	496	180	367
DDOST	12487	11600	9264	19296	7005	15230	15126	9920	13341
ENSG00000296887	0	0	2	2	1	0	0	1	3
KIF17	255	211	588	183	143	461	446	227	293
ENSG00000235432	0	0	5	0	0	1	0	0	3
SH2D5	712	658	674	812	261	975	706	524	1313
ENSG00000298940	0	0	0	1	0	0	0	0	0
ENSG00000233069	0	2	1	1	0	1	0	0	1
HP1BP3	2944	2608	3675	4564	5484	6859	10650	3473	8785
EIF4G3	3943	3165	4311	5764	5715	8355	9244	2906	10043
RNU7-200P	0	0	0	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0	0	0	0
RPS15AP6	0	0	0	0	0	1	0	1	0
ENSG00000236073	0	0	0	2	0	0	0	1	0
HSPE1P27	0	0	0	0	0	0	0	0	0
ENSG00000287192	1	2	3	2	0	0	1	1	4
ECE1	3343	2933	3234	4298	2623	4772	6514	2868	4849
ENSG00000236936	0	0	0	0	0	1	0	0	0
ECE1-AS1	5	4	10	5	5	28	7	4	9
ENSG00000296859	0	3	6	2	2	11	11	0	3
PPP1R11P1	0	0	0	2	1	0	1	0	0
PDE4DIPP10	0	0	0	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0	0
NBPF2P	40	40	49	67	42	72	80	46	59
HS6ST1P1	132	136	69	169	55	69	158	94	105
CROCCP5	0	0	1	0	0	0	0	0	1
ENSG00000295832	1	0	1	0	0	1	0	1	0
NBPF3	819	713	741	1164	830	1274	1578	701	1126
PFN1P10	0	0	0	0	0	0	0	0	0
ALPL	8959	7818	10964	10741	5242	9777	10445	4893	9539
ENSG00000298372	0	0	0	0	0	0	0	0	0
ENSG00000289715	0	0	0	0	0	0	0	0	0
ENSG00000305564	0	0	0	0	0	0	0	0	0
LINC02596	0	0	0	0	0	0	0	0	0
RAP1GAP	557	550	902	681	185	1118	805	472	800
USP48	3131	2711	3528	4980	4817	5399	5286	1959	5285
ENSG00000231978	0	0	0	0	0	0	0	0	0
LDLRAD2	11	11	48	40	9	59	57	22	124
HSPG2	3427	1733	6363	1989	670	4562	2944	1761	5105
ENSG00000305448	0	0	0	0	0	0	0	0	0
RPL21P29	0	0	0	0	0	0	0	0	0
ENSG00000293453	0	0	0	0	0	0	0	0	0
ENSG00000283234	0	0	0	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	0	0	0	0	0
RN7SL386P	0	0	0	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0	0
RN7SL186P	0	0	0	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0	0	0	0
LINC01635	7	2	7	10	8	11	4	0	5
LINC00339	211	180	190	195	138	306	228	134	245
ENSG00000289694	0	0	0	0	0	0	0	0	0
CDC42-AS1	0	0	1	0	0	0	4	0	1
ENSG00000285794	0	0	0	0	0	0	0	0	0
CDC42	12	9	38	31	15	68	43	20	34
CDC42-IT1	0	0	0	1	0	2	0	0	0
MPHOSPH6P1	0	0	0	0	0	0	0	0	0
ENSG00000305135	0	0	1	1	0	0	0	0	0
WNT4	31	20	371	21	24	52	71	27	43
ENSG00000305152	0	0	0	0	0	0	0	0	0
ENSG00000285873	2	0	10	3	2	2	1	1	1
ENSG00000294752	0	0	4	1	1	1	3	1	2
MIR4418	0	0	0	0	0	0	0	0	0
ENSG00000294164	0	0	0	0	0	0	0	0	0
ENSG00000302675	0	0	2	0	0	0	0	0	0
PPIAP34	0	0	0	0	0	0	0	0	0
ENSG00000279625	0	1	2	0	0	2	0	0	0
ENSG00000299881	0	0	1	0	0	0	0	0	0
ZBTB40	678	589	600	1017	552	875	950	406	1772
ENSG00000302246	0	0	0	0	0	0	0	0	0
ZBTB40-IT1	1	2	1	2	1	4	3	0	5
EPHA8	285	228	361	205	127	315	497	293	368
MIR6127	0	0	1	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0
ENSG00000289692	0	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0	0
ENSG00000308848	0	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0
EPHB2	1803	1673	2842	3030	1284	2375	3206	1426	3188
MIR4684	0	0	0	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0
LACTBL1	0	0	1	0	0	0	0	0	0
ENSG00000297948	0	0	0	0	0	0	0	0	0
TEX46	1	0	4	1	4	7	5	1	1
KDM1A	13737	12956	15555	22597	14354	22772	22343	9099	21934
ENSG00000240553	0	0	0	0	0	1	0	0	1
MIR3115	0	0	0	0	0	0	0	0	0
ENSG00000266802	0	0	0	0	0	0	0	0	0
LUZP1	2408	2067	3996	2973	1912	3358	2724	1181	4271
ENSG00000293565	0	0	0	0	0	0	0	0	0
ENSG00000229010	0	0	0	0	0	0	0	0	0
RNU6-514P	0	0	0	0	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0	0	0	0
ENSG00000289014	1	0	1	2	0	1	1	0	4
HTR1D	62	65	486	140	124	143	150	37	162
ENSG00000304077	0	0	0	0	0	0	0	0	0
RPL29P6	24	15	4	16	0	8	10	5	5
ENSG00000302918	0	0	0	0	0	0	0	0	0
LINC01355	41	18	62	18	38	69	130	44	67
ENSG00000284726	0	0	0	0	0	0	0	0	0
HNRNPR	9369	8735	9209	15113	15485	12337	21673	7059	15840
ZNF436	136	83	140	127	131	179	302	122	155
ZNF436-AS1	14	14	14	4	8	39	38	26	13
ENSG00000271420	0	0	0	0	0	0	0	0	0
TCEA3	1	0	6	9	9	5	8	2	3
ENSG00000232482	0	0	0	0	0	0	0	0	0
ENSG00000295946	0	0	0	0	0	0	0	0	0
ASAP3	2348	2082	1956	2648	1155	3467	2690	1463	3459
E2F2	429	405	410	534	301	782	842	439	729
ENSG00000307540	1	2	0	0	2	1	1	0	0
ENSG00000307580	1	0	0	0	0	0	0	1	0
ENSG00000235052	15	12	12	9	6	13	12	5	11
ID3	4911	4643	3367	3056	1284	2804	4442	2948	3188
ENSG00000307609	1	0	0	0	0	0	0	0	0
ENSG00000285802	0	0	1	1	0	0	3	1	0
MDS2	0	0	1	0	0	0	0	1	0
EEF1A1P48	0	0	0	0	0	0	0	0	0
ENSG00000304075	0	0	0	0	0	0	2	0	0
RPL11	18458	18365	32179	47453	34434	39565	47084	13881	31828
ELOA-AS1	94	103	97	132	147	114	232	84	111
ELOA	2471	2383	2809	4578	3385	3923	3710	1447	5085
PITHD1	1948	1788	1785	4542	2491	2836	3701	1589	2575
ENSG00000289835	0	0	0	1	0	0	0	0	2
LYPLA2	4196	4300	2644	8220	1686	4622	3733	2900	5046
GALE	675	605	690	1403	276	967	677	521	1096
HMGCL	638	689	1132	592	358	1280	1164	663	788
FUCA1	427	462	404	827	595	736	719	341	477
CNR2	0	0	0	0	0	1	0	0	3
BTBD6P1	0	0	2	0	0	0	1	0	0
ENSG00000232557	0	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0	0
ENSG00000299163	1	0	0	1	0	0	0	0	0
H3P1	0	0	0	0	0	0	0	0	0
PNRC2	5628	5519	3707	7752	6650	6443	8432	3465	6656
SRSF10	5903	5985	6521	11360	11560	8536	12832	4443	11241
ENSG00000225315	1	1	1	2	0	1	0	0	0
RPL36P5	0	0	1	0	0	0	0	0	0
MYOM3	15	19	11	8	9	20	37	8	21
MYOM3-AS1	0	0	0	0	0	0	0	0	0
IL22RA1	15	12	28	7	3	21	5	8	20
IFNLR1	295	286	242	475	229	344	373	182	437
GRHL3	14	22	92	232	109	80	121	35	57
LINC02800	0	0	0	0	0	0	2	0	0
ENSG00000309961	0	0	0	0	0	1	0	0	0
GRHL3-AS1	0	1	0	0	0	1	0	0	0
STPG1	463	403	672	758	810	1127	1616	504	664
ENSG00000307212	0	0	0	0	0	1	0	0	0
NIPAL3	401	325	452	928	578	748	831	343	613
NCMAP-DT	6	8	11	23	11	19	11	4	5
RCAN3	870	796	1041	2347	2008	1642	1661	590	1151
NCMAP	31	15	11	34	13	21	4	1	2
ENSG00000227312	0	0	0	0	0	0	0	0	0
ENSG00000298126	0	0	0	0	0	0	0	0	0
SRRM1	6786	5961	5882	9695	10887	8754	14868	4308	9989
ENSG00000307307	6	9	0	69	30	0	99	10	1
ENSG00000284699	0	0	0	0	0	0	0	0	0
ENSG00000307325	0	0	0	0	0	0	1	0	1
CLIC4	14485	13899	19819	25848	24341	29656	35526	12889	22925
RNU6-1208P	0	0	0	0	0	0	0	0	0
ENSG00000293733	0	0	0	0	0	0	0	0	0
RUNX3	43	61	44	131	47	73	58	21	52
MIR6731	0	0	0	0	0	0	0	0	0
RUNX3-AS1	0	1	1	1	2	2	1	0	0
ENSG00000261025	0	0	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	0	0	2	0	0
ENSG00000303094	0	0	0	0	0	0	0	0	0
ENSG00000306010	0	0	0	0	0	0	0	0	0
IFITM3P7	0	0	0	0	0	0	0	0	0
ENSG00000307250	0	0	0	0	0	0	0	0	0
ENSG00000231953	0	0	1	1	0	0	0	0	0
SYF2	993	991	979	2407	2696	1535	2848	947	1543
ENSG00000284657	5	8	23	13	24	60	28	10	29
ENSG00000299599	0	0	1	0	0	2	7	0	1
RSRP1	311	344	504	549	399	1051	873	359	1117
ENSG00000272432	2	3	7	7	7	8	9	6	7
