""	WT_P62	Y2_P37_28	YT2_P37_7_17
PITHD1	1785	2836	2575
ENSG00000289835	0	0	2
LYPLA2	2644	4622	5046
GALE	690	967	1096
HMGCL	1132	1280	788
FUCA1	404	736	477
CNR2	0	1	3
BTBD6P1	2	0	0
ENSG00000232557	0	0	0
MIR378F	0	0	0
ENSG00000299163	0	0	0
H3P1	0	0	0
PNRC2	3707	6443	6656
SRSF10	6521	8536	11241
ENSG00000225315	1	1	0
RPL36P5	1	0	0
MYOM3	11	20	21
MYOM3-AS1	0	0	0
IL22RA1	28	21	20
IFNLR1	242	344	437
GRHL3	92	80	57
LINC02800	0	0	0
ENSG00000309961	0	1	0
GRHL3-AS1	0	1	0
STPG1	672	1127	664
ENSG00000307212	0	1	0
NIPAL3	452	748	613
ENSG00000288982	0	0	0
NCMAP-DT	11	19	5
RCAN3	1041	1642	1151
NCMAP	11	21	2
ENSG00000227312	0	0	0
ENSG00000298126	0	0	0
SRRM1	5882	8754	9989
ENSG00000307307	0	0	1
ENSG00000284699	0	0	0
ENSG00000307325	0	0	1
CLIC4	19819	29656	22925
RNU6-1208P	0	0	0
ENSG00000293733	0	0	0
RUNX3	44	73	52
MIR6731	0	0	0
RUNX3-AS1	1	2	0
ENSG00000261025	0	0	0
MIR4425	0	0	0
LINC02793	0	0	0
ENSG00000233755	0	0	0
ENSG00000303094	0	0	0
ENSG00000306010	0	0	0
IFITM3P7	0	0	0
ENSG00000307250	0	0	0
ENSG00000231953	1	0	0
SYF2	979	1535	1543
ENSG00000284657	23	60	29
ENSG00000299599	1	2	1
RSRP1	504	1051	1117
ENSG00000272432	7	8	7
ENSG00000261349	9	10	11
RHD	1	2	26
ENSG00000309241	4	5	2
SDHDP6	2	1	5
ENSG00000259984	2	2	2
TMEM50A	3307	4885	5351
RHCE	12	25	12
ENSG00000238084	53	122	123
MACO1	923	1557	1784
LDLRAP1	821	1223	1086
MAN1C1	761	802	702
ENSG00000233478	0	0	0
SELENON	6047	9788	9873
ENSG00000255054	0	0	0
ENSG00000228172	5	11	7
MTFR1L	912	1460	1663
ENSG00000272478	0	0	0
AUNIP	893	1254	835
ENSG00000236528	8	5	2
PAQR7	292	411	425
STMN1	16426	23338	24804
SNRPFP2	0	0	0
ENSG00000223624	0	0	0
ENSG00000294297	0	0	0
MIR3917	0	0	0
ENSG00000294284	1	1	0
PAFAH2	589	879	706
RNU6-110P	0	0	0
ENSG00000310101	8	17	3
ENSG00000252190	0	0	0
ENSG00000252691	0	0	0
EXTL1	106	131	52
ENSG00000310112	2	5	1
SLC30A2	33	0	0
ENSG00000301481	0	0	0
ENSG00000301509	0	0	0
ENSG00000284309	0	0	0
TRIM63	0	1	0
ENSG00000309383	0	0	0
PDIK1L	155	297	284
ENSG00000309933	0	0	0
FAM110D	18	43	52
C1orf232	2	1	0
ZNF593OS	3	3	0
ZNF593	402	562	552
CNKSR1	603	228	116
ENSG00000302380	0	0	0
CATSPER4	43	5	8
ZPLD2P	84	90	37
ENSG00000278572	1	0	0
ENSG00000306815	5	14	8
CEP85	2044	3047	3022
ENSG00000270733	0	0	0
ENSG00000301028	0	0	3
SH3BGRL3	2567	3315	3800
UBXN11	458	710	646
CD52	111	81	77
CRYBG2	854	662	398
ENSG00000225854	0	0	0
ZNF683	0	0	0
LIN28A	60797	52363	48122
DHDDS-AS1	23	24	34
DHDDS	1356	1578	1546
RPL17P9	0	0	0
HMGN2	4217	8589	13424
ENSG00000294798	11	7	10
DPPA2P2	0	0	0
RPS6KA1	2094	3131	3221
MIR1976	0	0	0
RN7SL679P	0	0	0
RNU7-29P	0	0	0
ENSG00000289452	0	0	0
ENSG00000299831	1	0	1
ENSG00000299868	0	0	0
ENSG00000229247	0	0	0
ENSG00000238316	0	0	0
ENSG00000235069	0	0	0
ENSG00000299849	0	0	0
ENSG00000260063	28	20	54
ENSG00000290006	0	0	1
ARID1A	6676	7125	12763
ENSG00000303544	0	0	3
PIGV	570	845	426
RN7SL165P	0	1	2
ENSG00000287810	0	0	0
ZDHHC18	1789	1991	2046
ENSG00000304862	0	2	0
SFN	156	160	92
ENSG00000309929	0	1	0
GPN2	666	925	1247
ENSG00000226698	0	0	0
ENSG00000289554	12	17	25
GPATCH3	520	753	847
NUDC	4752	8205	8652
NR0B2	0	0	0
KDF1	602	515	142
ENSG00000297103	0	1	0
RPL12P13	0	1	0
RPL32P6	0	0	0
OSTCP2	0	3	1
TRNP1	724	1178	1082
TENT5B	3138	4489	5204
ENSG00000299378	42	156	141
ENSG00000299392	12	10	5
SLC9A1	1124	1920	1957
ENSG00000298936	0	0	0
ENSG00000229985	0	0	0
CHCHD3P3	53	72	62
NPM1P39	1558	2371	2279
SNRPEP7	0	0	0
WDTC1-DT	0	0	0
WDTC1	1395	2979	2720
ENSG00000243659	0	0	2
TMEM222	949	1584	1391
RNU6-48P	1	2	3
ACTG1P20	5	9	27
ENSG00000304055	5	7	9
SYTL1	551	481	267
MAP3K6	471	730	496
FCN3	5	9	1
CD164L2	70	97	44
ENSG00000231207	0	0	0
ENSG00000306354	4	2	2
ENSG00000306368	0	0	0
GPR3	276	562	547
WASF2	5553	8573	6899
ENSG00000241169	0	0	0
ENSG00000301155	0	0	0
ENSG00000237429	3	2	4
ENSG00000300499	2	0	0
AHDC1	1203	1279	1694
ENSG00000300470	0	0	0
FGR	21	46	24
ENSG00000301194	0	0	0
ENSG00000310432	0	4	3
ENSG00000235912	0	0	0
LINC02574	2	2	2
IFI6	50	59	91
ENSG00000294734	0	0	0
ENSG00000225886	0	0	0
RNU6-949P	0	0	0
CHMP1AP1	0	0	0
RNU6-424P	0	0	0
ENSG00000287244	1	1	2
FAM76A	661	704	667
ENSG00000231344	5	2	4
RPEP3	0	2	0
STX12	421	793	658
ENSG00000269971	0	0	0
ENSG00000270031	0	3	0
RNU6-1245P	0	0	0
ENSG00000286433	1	1	0
PPP1R8	2305	3508	3653
SCARNA1	1	5	0
ENSG00000309988	0	0	0
THEMIS2	575	778	786
RPA2	2895	3537	4460
SMPDL3B	1627	1304	1559
ENSG00000227050	0	1	1
XKR8	620	936	817
EYA3	1137	1948	2348
ENSG00000238231	1	3	1
RN7SL559P	0	3	0
ENSG00000301359	0	0	0
ENSG00000289576	0	7	10
SPCS2P4	819	1624	1675
ENSG00000228943	0	0	0
ARL8BP2	1	1	0
RNU6-176P	0	0	0
PTAFR	161	95	47
ENSG00000298310	0	0	0
DNAJC8	4632	8582	8224
ENSG00000290123	6	14	8
ATP5IF1	2245	3705	3609
ENSG00000270605	45	143	64
ENSG00000271398	2	0	0
SESN2	2963	8042	2028
MED18	586	815	750
PHACTR4	2293	3519	4212
DNAJC8P4	2	5	13
RNU6ATAC27P	0	2	2
ENSG00000308327	9	15	16
RCC1	3048	5235	5582
SNHG3	859	1998	2072
SNORA73A	0	0	0
SNORA73B	18	21	63
PRDX3P2	0	0	0
ENSG00000279443	5	6	21
TRNAU1AP	740	1072	1125
SNHG12	476	489	459
SNORD99	0	0	0
SNORA61	0	0	0
SNORA44	0	0	0
SNORA16A	0	0	0
TAF12	656	1597	1177
RAB42	243	176	331
TAF12-DT	3	2	2
ENSG00000270103	0	0	0
RNU11	0	0	0
GMEB1	960	1757	1784
ENSG00000252777	0	0	0
ENSG00000289291	58	79	99
YTHDF2	6296	7994	11427
ENSG00000305996	0	0	0
OPRD1	127	165	194
ENSG00000233427	0	4	2
EPB41	5289	6660	7343
ENSG00000300997	0	0	0
ENSG00000225616	2	6	4
Metazoa_SRP	16	26	24
TMEM200B	404	685	133
ENSG00000305828	2	6	0
ENSG00000225750	0	1	0
SRSF4	3366	4983	5893
ENSG00000277916	0	0	0
MECR	1191	1516	1259
ENSG00000237934	0	0	0
PTPRU	3853	3081	1693
LINC01756	0	0	0
ENSG00000300547	3	0	2
ENSG00000300593	0	0	0
ENSG00000225011	0	0	0
ENSG00000300570	0	0	0
ENSG00000228176	0	0	0
ENSG00000310425	0	0	0
ENSG00000284676	0	0	1
ENSG00000299394	0	0	0
ENSG00000270927	0	0	0
ENSG00000300797	0	0	0
LINC01648	0	0	0
ENSG00000304118	0	0	0
ENSG00000302306	0	0	0
ENSG00000302331	0	0	0
ENSG00000302319	0	0	0
ENSG00000233372	0	0	0
ENSG00000231251	0	0	0
ENSG00000306242	0	0	0
ENSG00000306012	0	0	0
ENSG00000236335	0	0	0
ENSG00000308745	0	0	0
ENSG00000231949	0	0	0
ENSG00000289710	0	0	0
ENSG00000301774	0	0	0
MATN1	4	12	4
MATN1-AS1	8	17	10
ENSG00000287510	0	1	2
LAPTM5	30	18	20
MIR4420	0	0	0
ENSG00000309098	0	0	0
ENSG00000306105	0	0	0
ENSG00000229607	0	1	0
LINC01778	0	3	0
ENSG00000298070	1	1	0
RN7SKP91	0	0	0
ENSG00000235143	0	0	0
SDC3	3401	5611	5693
RN7SL371P	0	0	0
ENSG00000307336	0	1	1
PUM1	5119	7017	9503
ENSG00000237329	0	0	0
ENSG00000232768	0	0	0
SELENOWP1	0	0	0
RPL21P22	0	0	0
ENSG00000302667	0	0	0
ENSG00000308292	4	5	2
NKAIN1	2128	3310	3385
SNRNP40	3008	4500	5412
ENSG00000229447	13	14	21
ZCCHC17	1835	2609	2807
ENSG00000229044	1	4	9
FABP3	416	282	458
SERINC2	1113	1812	1984
ENSG00000305880	0	0	0
ENSG00000305901	0	0	0
EEF1A1P46	2	0	0
RNU6-40P	0	0	0
LDC1P	1	0	0
LINC01226	1	4	1
ENSG00000229167	1	1	0
TINAGL1	161	326	214
ENSG00000305292	2	5	2
HCRTR1	13	10	8
PEF1	1148	1874	1828
PEF1-AS1	6	5	4
COL16A1	1025	530	783
ENSG00000306756	1	0	0
ENSG00000295060	0	0	0
ADGRB2	1747	3115	3792
MIR4254	0	0	0
ENSG00000306226	0	0	0
ENSG00000301119	3	5	1
ENSG00000254545	0	0	0
SPOCD1	159	105	85
ENSG00000203620	0	0	0
ENSG00000269967	1	1	0
PTP4A2	5819	8715	7672
ENSG00000288678	0	0	0
ENSG00000228634	0	0	0
ENSG00000300504	0	0	0
ENSG00000284702	0	0	0
KHDRBS1	13599	17516	19367
ENSG00000203325	0	0	0
TMEM39B	621	861	1138
MIR5585	0	0	1
KPNA6	3886	5802	5720
ENSG00000250135	0	0	0
ENSG00000297522	0	1	1
TXLNA	2363	4541	4678
CCDC28B	440	837	775
ENSG00000224066	18	15	22
IQCC	240	345	388
DCDC2B	1	0	0
TMEM234	209	332	403
EIF3I	7431	11934	11086
MTMR9LP	432	576	625
ENSG00000290045	180	241	186
FAM167B	92	106	85
LCK	2228	2069	1848
HDAC1	5921	7346	7325
MARCKSL1	12819	25123	35386
ENSG00000305107	7	11	5
ENSG00000305127	1	0	0
ENSG00000233775	1	0	2
TSSK3	5	20	5
FAM229A	70	110	134
BSDC1	1602	2243	2767
GAPDHP20	0	0	0
ENSG00000270850	0	0	0
LRRC37A12P	9	3	1
ENSG00000304771	0	0	0
RN7SL122P	0	0	0
ENSG00000254553	0	1	0
ZBTB8B	258	324	341
ZBTB8A	478	486	566
ZBTB8OS	591	987	785
ENSG00000294305	27	41	29
RBBP4	8993	15639	17750
SYNC	29	30	42
ENSG00000224409	0	1	0
NHSL3	3643	3008	3925
ENSG00000304155	0	1	0
YARS1	11051	18299	11473
S100PBP	2097	2996	2401
FNDC5	146	111	161
HPCA	29	109	93
TMEM54	480	446	60
ENSG00000287691	0	0	0
RNF19B	730	1316	1002
ENSG00000278966	0	0	0
ENSG00000300688	0	0	1
ENSG00000217644	0	0	0
ENSG00000239670	0	0	0
ENSG00000236065	0	1	0
AK2	3070	4898	5070
AZIN2	34	100	51
ENSG00000305756	3	3	1
ENSG00000278997	4	16	16
TRIM62	369	784	773
ENSG00000279179	0	3	3
ENSG00000284721	0	0	0
ENSG00000303059	0	2	0
ENSG00000305863	1	0	5
ZNF362	1018	1399	2102
ENSG00000270115	2	14	7
A3GALT2	0	0	1
ENSG00000225313	0	0	1
PHC2	1919	2067	3152
MIR3605	1	0	3
RN7SKP16	0	3	0
PHC2-AS1	0	5	4
ENSG00000301698	0	0	0
ENSG00000304221	0	0	0
TLR12P	0	0	0
ZSCAN20	312	381	444
ENSG00000235907	0	0	1
CSMD2	661	1070	1943
ENSG00000297811	0	0	0
HSPD1P14	0	0	0
HMGB4	0	0	0
CSMD2-AS1	0	0	0
ENSG00000308396	0	0	0
ENSG00000295180	0	0	0
RNA5SP42	0	0	0
C1orf94	467	834	1256
ENSG00000302624	2	0	1
ENSG00000270241	0	0	0
ENSG00000297436	0	0	0
ENSG00000309519	0	0	0
ENSG00000307130	1	0	0
ENSG00000287703	0	0	0
MIR552	0	0	0
SMIM12	975	1513	1698
GJB5	53	21	30
GJB4	14	2	2
ENSG00000255811	0	0	0
GJB3	42	24	18
GJA4	21	37	60
ENSG00000230163	0	0	0
DLGAP3	371	508	828
ENSG00000284773	14	15	22
GPR199P	7	8	12
TMEM35B	6	1	3
ENSG00000271741	0	1	0
ZMYM6	353	478	525
ZMYM1	1528	2045	2168
RPL12P45	0	0	0
EFCAB14P1	0	0	1
ENSG00000284640	6	1	1
SFPQ	10231	12153	29555
ENSG00000306436	4	1	8
ZMYM4	4830	7228	10188
RN7SL503P	0	0	0
SNORA62	0	0	0
RPL5P4	53	60	49
ZMYM4-AS1	1	0	2
KIAA0319L	3744	7556	7024
ENSG00000236274	0	0	0
NCDN	1599	2482	4534
TFAP2E-AS1	11	16	7
TFAP2E	11	61	13
PSMB2	3715	7940	9653
ENSG00000306977	0	0	0
C1orf216	381	556	824
CLSPN	1913	2843	3713
ENSG00000232335	1	4	3
ENSG00000302368	1	0	0
AGO4	1119	1137	1170
AGO1	3162	6854	7881
CFAP97P1	0	0	0
ENSG00000286899	0	0	0
ENSG00000271914	1	1	1
AGO3	598	1109	936
ENSG00000271554	0	0	0
ENSG00000293245	0	0	0
ENSG00000232862	0	0	0
TEKT2	101	77	92
ADPRS	854	1347	1169
COL8A2	277	191	178
TRAPPC3	1398	1885	1807
MAP7D1	2728	3648	5220
RN7SL131P	0	0	0
ENSG00000301551	0	0	0
THRAP3	7835	13890	20707
UBE2V2P4	0	0	0
SH3D21	758	1300	655
EVA1B	59	197	81
ENSG00000286379	29	27	11
STK40	1038	2954	2415
ENSG00000300693	26	24	9
ENSG00000300712	1	1	1
LSM10	797	1638	1515
ENSG00000297367	8	38	22
RNU4-27P	0	0	0
OSCP1	155	145	133
SNORA63C	1	0	0
MRPS15	2941	3865	3820
CSF3R	3	3	0
ENSG00000297386	0	0	0
ENSG00000294271	2	1	0
FTLP18	1	0	0
ENSG00000304879	0	0	0
ENSG00000295088	1	1	0
ENSG00000284705	23	8	3
ENSG00000234481	1	0	0
ENSG00000284720	75	28	26
GRIK3	289	538	645
ENSG00000223944	2	0	2
ENSG00000284650	0	0	0
MIR4255	0	0	0
RNU6-636P	0	0	0
RNA5SP43	0	0	2
RPS29P6	0	0	0
LITATS1	33	51	17
ZC3H12A	212	529	676
MIR6732	0	0	0
MEAF6	1089	2080	2143
MIR5581	4	5	5
ENSG00000307694	5	20	12
SNIP1	670	1004	1011
FTH1P1	0	0	0
RPS27P9	1	0	2
DNALI1	750	819	1089
GNL2	3862	5597	6940
ENSG00000284748	0	1	0
RSPO1	47	12	16
AIRIM	1200	1524	1588
CDCA8	2991	4436	5305
EPHA10	71	97	65
ENSG00000300156	1	0	2
ENSG00000300137	0	0	0
ACTN4P2	0	0	0
ENSG00000297428	0	0	0
ENSG00000227416	0	0	0
MANEAL	296	292	268
ENSG00000233728	0	0	0
YRDC	679	1043	760
C1orf122	382	431	443
MTF1	501	659	874
ENSG00000235673	0	0	0
INPP5B-AS1	5	5	3
INPP5B	1333	2016	1362
SNORA63	1	0	0
RNU6-584P	0	0	0
ENSG00000299926	0	0	0
ENSG00000303267	0	0	0
SF3A3	4930	11620	11283
RNU6-510P	0	0	3
FHL3	1051	1105	880
UTP11	1723	2810	2882
MIR3659HG	51	127	72
ENSG00000303194	0	0	0
POU3F1	1450	1283	1730
ENSG00000303176	0	0	0
ENSG00000223589	0	0	0
MIR3659	0	0	0
LINC02786	11	3	11
ENSG00000286552	4	3	5
ENSG00000287987	7	22	11
LINC01343	1	6	0
ENSG00000293709	0	0	1
ENSG00000301425	47	6	5
ENSG00000301495	0	0	1
ENSG00000275350	0	0	0
RNU6-753P	0	0	0
ENSG00000301471	163	3	0
ENSG00000301451	1	0	0
LINC01685	0	1	0
ENSG00000306827	0	0	0
ENSG00000299856	0	0	0
ENSG00000309399	0	0	1
ENSG00000309413	10	20	20
ENSG00000308042	27	28	30
ENSG00000295881	0	0	0
ENSG00000307557	5	0	1
HSPA5P1	1	4	3
ENSG00000284632	0	0	0
RRAGC	382	468	587
ENSG00000273637	0	0	0
RRAGC-DT	12	18	22
MYCBP	514	1143	965
ENSG00000274944	0	0	0
GJA9	0	0	0
RHBDL2	77	15	7
RNU6-605P	0	0	0
EIF1P2	0	0	0
AKIRIN1	7982	12743	12297
ENSG00000308667	1	0	1
NDUFS5	3882	7147	7152
MACF1	7580	12571	16482
RNU6-608P	0	0	0
RNA5SP44	0	0	0
ENSG00000287422	0	0	0
ENSG00000226438	1	1	3
HSPE1P8	0	0	0
BMP8A	27	23	12
ENSG00000307396	1	0	0
OXCT2P1	16	7	2
PPIEL	190	311	36
ENSG00000295266	0	0	0
PABPC4	6935	9550	9593
PABPC4-AS1	0	0	3
SNORA55	0	0	0
ENSG00000294134	1	0	0
HEYL	361	195	111
ENSG00000225903	1	0	0
NT5C1A	6	1	0
ENSG00000293757	0	0	0
HPCAL4	56	34	18
PPIE	1311	1858	1693
ENSG00000225333	0	0	3
RNU7-121P	0	0	0
ENSG00000289711	0	0	0
BMP8B	53	90	85
OXCT2	39	14	2
BMP8B-AS1	0	0	0
ENSG00000261798	1	2	1
ENSG00000229213	0	0	0
ENSG00000284719	1	0	1
LINC02811	0	0	0
ENSG00000301696	0	0	0
TRIT1	1253	1980	1757
MYCL-AS1	1	1	3
MYCL	1482	2034	1825
ENSG00000300270	0	0	0
MFSD2A	323	713	1164
ENSG00000228477	4	9	14
ENSG00000307734	9	2	7
CAP1	8688	16308	15437
PPT1	7165	8449	8385
ENSG00000299088	0	0	0
OAZ1P1	0	0	0
ENSG00000303499	0	0	0
RLF	1892	2570	3100
RNU6-1237P	0	1	0
TMCO2	0	0	0
ZMPSTE24-DT	162	282	152
ZMPSTE24	1719	3301	3778
ENSG00000231296	0	0	0
COL9A2	483	947	579
ENSG00000300794	1	0	0
RPL21P20	1	0	0
SMAP2	334	766	992
ENSG00000213172	0	0	0
ENSG00000296912	0	0	0
ENSG00000290111	0	0	0
ENSG00000284677	1	2	2
ZFP69B	474	571	347
ENSG00000260920	317	389	268
ENSG00000279667	5	17	17
ZFP69	267	381	318
EXO5-DT	25	21	20
EXO5	308	313	344
ENSG00000227278	1	2	0
ENSG00000238186	0	0	1
ZNF684	176	388	372
ENSG00000308470	0	0	0
ENSG00000286838	0	0	0
ENSG00000236505	0	0	0
GTF2F2P2	1	0	0
RIMS3	3880	6068	3062
ENSG00000287743	2	3	1
NFYC-AS1	44	56	84
NFYC	1751	2708	2748
MIR30E	0	0	0
MIR30C1	0	0	1
KCNQ4	209	396	445
RN7SL326P	0	0	0
ENSG00000295513	0	1	2
ENSG00000295492	0	0	0
CITED4	85	130	130
ENSG00000229528	0	0	0
ENSG00000308047	0	0	0
ENSG00000308065	0	0	0
ENSG00000301041	5	7	3
ENSG00000228940	0	0	0
ENSG00000286668	0	0	0
UBE2V1P8	0	0	0
CTPS1	5048	6667	8779
SLFNL1-AS1	36	42	30
SLFNL1	1	0	3
SCMH1	895	1185	1709
RPL23AP17	0	0	0
SCMH1-DT	0	6	0
RPL36AP9	0	0	0
ENSG00000310187	0	0	0
ENSG00000291157	2	0	3
ENSG00000286640	0	0	0
FOXO6	107	113	110
FOXO6-AS1	5	2	0
ENSG00000309993	0	0	0
ENSG00000299990	1	0	1
RNA5SP45	0	0	0
EDN2	3	5	5
ENSG00000295052	0	0	0
HIVEP3	58	62	76
ENSG00000230881	0	0	0
ENSG00000230638	0	0	0
ENSG00000284895	0	0	0
ENSG00000287587	1	0	1
HNRNPFP1	0	0	0
ENSG00000307448	0	0	0
ENSG00000228776	0	0	0
GUCA2B	0	0	0
GUCA2A	0	0	0
FOXJ3	2063	2630	2634
ENSG00000294990	0	0	0
ENSG00000227527	0	0	0
RIMKLA	526	1262	1168
ENSG00000235002	0	0	0
ZMYND12	62	44	30
PPCS	857	1148	962
CCDC30	55	93	131
RPS3AP11	0	0	0
TMSB4XP1	50	105	157
RNU6-536P	0	0	0
ENSG00000285728	19	19	22
ENSG00000236180	0	1	1
PPIH	957	1506	1587
ENSG00000234917	0	4	6
YBX1	30469	48989	50022
CLDN19	494	338	315
P3H1	2170	4136	3584
C1orf50	190	278	310
ENSG00000283580	0	0	0
TMEM269-DT	0	0	0
TMEM269	19	37	30
SVBP	712	1022	877
ERMAP	259	350	524
ZNF691-DT	95	90	153
ZNF691	702	1122	1181
ENSG00000233708	0	0	0
MKRN8P	0	0	0
ATP6V1E1P1	4	14	3
ENSG00000303995	0	2	2
ENSG00000288955	1	1	2
SLC2A1	9794	39197	13152
ATP6V0CP4	3	1	0
SLC2A1-DT	113	170	53
ENSG00000283973	5	8	5
ENSG00000298429	1	0	0
RNU6-880P	3	1	0
ENSG00000310359	0	0	0
ENSG00000277513	0	0	0
ENSG00000300973	98	159	118
CFAP144	23	40	51
EBNA1BP2	2006	3416	3173
MIR6733	0	0	0
CFAP57	10	19	18
RNA5SP46	0	0	0
ENSG00000303581	2	0	0
TMEM125	456	150	7
C1orf210	225	211	8
TIE1	217	123	239
MPL	44	18	24
ENSG00000287113	4	1	3
CDC20-DT	44	43	9
CDC20	7536	9692	11045
ELOVL1	731	954	1254
MIR6734	0	0	0
MED8-AS1	24	21	20
MED8	522	958	865
SZT2	558	1168	1368
ENSG00000307543	0	0	0
SZT2-AS1	6	7	1
MIR6735	0	0	0
HYI	229	309	317
HYI-AS1	0	0	1
PTPRF	15290	16879	16967
KDM4A	2171	5268	4006
ENSG00000284989	0	0	1
KDM4A-AS1	58	61	94
ST3GAL3	48	67	54
ST3GAL3-AS1	0	0	0
ENSG00000233674	1	2	0
MIR6079	0	0	0
SHMT1P1	0	0	0
ENSG00000306755	0	0	0
ARTN	160	204	108
LINC02918	6	33	16
IPO13	917	1379	2037
ENSG00000285649	2	5	5
DPH2	1207	1770	2359
ATP6V0B	1467	2797	2629
B4GALT2	2822	3432	3740
CCDC24	495	449	321
SLC6A9	1085	1473	951
ENSG00000230615	76	102	52
ENSG00000308853	0	0	0
ENSG00000308838	0	0	0
ENSG00000227163	0	0	0
KRT8P47	0	1	0
RN7SL479P	0	0	0
ENSG00000306803	0	0	0
KLF17	1	1	1
ENSG00000233514	59	74	96
KLF18	7	4	0
ENSG00000226804	0	0	0
OOSP1P1	0	0	0
ENSG00000227994	0	0	0
ENSG00000302536	16	5	3
ENSG00000271329	0	0	0
DMAP1	1383	1745	2006
ERI3	2122	3616	3916
ERI3-IT1	0	2	2
RNU6-369P	0	0	0
RNF220	2830	4942	5171
ENSG00000308471	0	0	0
MIR5584	0	0	0
TMEM53	255	316	288
ARMH1	16	21	10
ENSG00000302489	4	3	0
RNU5F-1	0	0	0
RNU5D-1	0	2	2
KIF2C	5297	7905	7588
ENSG00000225721	1	1	0
ENSG00000299627	5	15	5
RPS8	46952	58818	46917
SNORD55	0	0	0
SNORD46	8	18	14
SNORD38A	0	0	0
SNORD38B	0	0	0
RPS15AP11	16	24	23
BEST4	80	61	55
PLK3	211	477	344
DYNLT4	0	0	0
ENSG00000290041	3	1	0
BTBD19	24	19	37
PTCH2	19	28	35
RNU5E-6P	0	0	0
ENSG00000226499	3	2	0
EIF2B3	1211	1868	1662
RNA5SP47	0	0	0
CCNB1IP1P1	0	0	0
ENSG00000300507	3	4	5
PPIAP35	0	0	0
MRPS17P1	0	0	0
HECTD3	1608	2492	1933
UROD	1813	3087	2714
ZSWIM5	212	636	900
ENSG00000303550	0	0	0
OSTCP5	1	0	0
LINC01144	48	27	24
HPDL	333	69	112
MUTYH	86	161	111
ENSG00000288208	0	0	0
TOE1	558	467	877
TESK2	424	583	330
PPIAP36	0	0	0
CCDC163	104	113	80
MMACHC	299	401	599
PRDX1	15520	38074	30834
ENSG00000298796	1	1	0
HMGB1P48	0	0	0
AKR1A1	4900	6582	4488
ENSG00000289407	39	87	44
NASP	18831	31499	40080
CCDC17	35	69	38
GPBP1L1	4194	6994	5741
RPS15AP10	8	15	5
ENSG00000306015	0	1	1
RPL7AP16	11	23	11
ENSG00000300481	4	2	4
TMEM69	1380	2248	2973
IPP	308	487	428
ENSG00000230896	14	27	28
ENSG00000302565	0	1	2
RPL6P1	0	0	0
MAST2	1794	3026	3625
TMA16P2	36	53	37
PIK3R3	748	1406	2134
P3R3URF-PIK3R3	0	0	0
ENSG00000226957	0	0	0
COX7BP4	0	0	0
ENSG00000227857	4	5	7
ENSG00000298522	0	0	0
TSPAN1	0	12	2
P3R3URF	0	0	0
POMGNT1	1861	2791	2893
LURAP1	107	156	146
ENSG00000306746	0	0	0
RAD54L	1529	3182	2565
LRRC41	2346	3506	4572
UQCRH	2513	4729	3927
NSUN4	787	1234	1122
ENSG00000225779	0	0	0
FAAH	364	704	376
FAAHP1	0	0	0
ENSG00000291138	45	60	27
LINC01398	1	0	0
ENSG00000302972	0	2	0
ENSG00000302942	0	0	0
DMBX1	235	49	11
TMEM275	2	2	5
MKNK1-AS1	7	4	7
KNCN	1	0	0
MKNK1	513	855	745
MOB3C	182	126	217
ENSG00000295296	0	1	0
ATPAF1	3216	3820	4578
NENFP1	4	0	0
TEX38	2	7	4
EFCAB14-AS1	0	0	0
EFCAB14	2146	3368	3164
ENSG00000295128	0	0	0
ENSG00000236476	0	0	0
CYP4B1	4	5	0
CYP4Z2P	0	0	0
TUBAP8	0	0	0
CYP4A11	4	6	5
CYP4A26P	0	0	0
CYP4A43P	0	0	0
CYP4A27P	0	0	0
CYP4A44P	0	2	0
ENSG00000304718	2	1	0
CYP4X1	90	168	210
CYP4Z1	0	2	1
TUBAP9	0	0	0
CYP4A22-AS1	60	33	29
CYP4A22	0	0	2
MTND1P34	0	0	0
LINC00853	2	4	5
PDZK1IP1	4	2	3
ENSG00000309388	1	4	0
TAL1	21	826	108
ENSG00000226252	0	0	0
ENSG00000307358	0	2	1
ENSG00000307375	0	2	0
STIL	1878	3452	3673
CMPK1	1328	2551	2726
LINC01389	4	3	1
FOXE3	10	12	11
FOXD2-AS1	15	71	3
ENSG00000307814	1	2	0
FOXD2	2	12	0
ENSG00000271355	0	0	0
RPL21P24	0	0	0
ENSG00000304593	0	1	0
ATP6V0E1P4	0	0	0
ENSG00000309980	4	5	1
LINC01738	0	0	1
ENSG00000302309	0	0	0
TRABD2B	203	547	694
ENSG00000223814	0	0	0
ENSG00000225028	0	0	0
ENSG00000296755	0	2	0
ENSG00000294337	0	1	0
LINC02794	0	0	1
ENSG00000306551	0	0	0
ENSG00000231413	0	0	0
CYP46A4P	0	0	0
ENSG00000290466	3	0	1
ENSG00000279096	1	0	0
SKINT1L	0	0	0
ENSG00000223720	2	1	0
SLC5A9	2	5	4
ENSG00000272491	0	3	1
ENSG00000308343	0	2	2
ENSG00000279214	0	0	0
SPATA6	613	870	934
PPP1R8P1	0	1	2
RNU6-723P	0	0	0
ENSG00000235105	484	791	754
RNU4-61P	0	0	0
ENSG00000308324	0	0	1
RPL21P25	0	0	0
AGBL4	16	79	46
ENSG00000287661	0	1	0
BEND5	285	398	328
ENSG00000286597	0	0	0
ENSG00000229846	0	2	0
AGBL4-AS1	0	0	0
AGBL4-IT1	0	0	0
