""	WT_1	WT_2	Y2_1	Y2_2	YT_1	YT_2
TBC1D3P6	0	0	0	0	0	0
SRARP	3	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0
HSPB7	2	1	2	0	1	0
CLCNKA	21	14	43	18	57	27
ENSG00000307216	1	4	5	1	4	6
FAM131C2P	0	0	0	0	0	0
CLCNKB	99	93	80	48	197	89
FAM131C	53	40	20	12	47	25
EPHA2	1126	995	1603	605	1953	1095
EPHA2-AS1	0	3	7	7	6	1
ENSG00000297531	0	1	1	0	0	0
ARHGEF19	1803	1603	2864	644	417	344
ENSG00000291077	0	4	4	0	0	0
ANO7L1	3	3	1	1	1	0
ENSG00000288398	67	83	273	85	177	109
CPLANE2	89	63	159	29	68	58
ENSG00000293791	1	3	4	2	11	1
MT1XP1	0	0	0	0	0	0
FBXO42	1327	1215	1980	1243	3068	1414
SZRD1	5178	5174	10377	3936	7513	4231
RPL22P3	26	27	86	31	68	71
SPATA21	3	2	1	0	5	2
NECAP2	1460	1348	2417	1472	2050	1101
CROCCP3	85	38	51	93	244	75
LINC01772	5	3	8	4	12	3
ENSG00000306228	3	6	5	10	7	7
RNU1-1	1	0	1	0	0	2
ENSG00000224174	56	48	46	30	57	14
LINC01783	11	4	9	1	14	11
RNU1-6P	0	0	0	0	0	0
ENSG00000298308	11	22	34	19	39	29
PDE4DIPP8	0	0	0	0	0	0
NBPF1	318	280	1093	973	1115	329
ENSG00000271732	0	0	4	2	1	4
ENSG00000291072	277	211	268	344	524	277
CROCCP2	4	0	2	1	0	2
ENSG00000283773	0	0	0	0	0	0
ENSG00000293920	1	1	0	4	4	4
ENSG00000293901	0	0	0	0	0	0
MST1P2	49	21	58	22	15	4
ENSG00000282143	0	0	0	3	2	1
RNU1-3	0	0	0	0	0	0
ENSG00000280114	2	0	1	6	3	1
ENSG00000290849	790	673	1017	583	774	589
EIF1AXP1	0	0	0	0	0	0
ENSG00000296694	2	1	7	1	2	1
ESPNP	13	7	14	0	10	18
ENSG00000279151	0	0	0	0	0	0
ENSG00000293526	0	1	0	0	0	0
ENSG00000282740	0	0	1	0	1	0
CROCC	691	483	951	227	829	533
ENSG00000290850	4	1	5	8	7	0
RNU1-4	0	1	0	0	0	1
CROCCP4	0	0	0	0	0	0
ENSG00000290851	12	8	0	2	3	1
MST1L	0	0	0	0	0	0
ENSG00000223643	0	0	0	0	0	0
PDE4DIPP9	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0
ENSG00000302843	0	1	0	0	3	0
LINC03126	28	15	31	25	52	31
RNU1-5P	0	0	0	0	0	0
ENSG00000238142	90	102	143	112	239	103
ENSG00000235241	0	0	1	0	0	0
RNU1-2	0	0	0	0	0	0
ENSG00000272426	0	1	1	0	2	0
ENSG00000290122	1	0	0	4	2	1
MFAP2	3043	2838	4554	3292	7145	2703
ENSG00000286898	0	0	6	2	6	0
ENSG00000226526	0	1	2	0	1	0
ATP13A2	3636	3096	5173	1505	3789	2363
ENSG00000288636	0	0	0	0	0	0
SDHB	1615	1456	3008	3015	2589	866
PADI2	428	412	586	436	1300	527
LINC02783	0	0	2	3	1	0
ENSG00000282843	0	0	0	0	0	0
PADI1	18	23	28	3	26	11
PADI3	135	110	60	43	221	71
MIR3972	1	0	0	0	0	0
PADI4	14	8	1	3	23	4
PADI6	0	0	1	0	0	0
RCC2-AS1	0	1	0	0	2	0
RCC2	17900	17867	48293	27357	29103	12697
ENSG00000308620	0	0	0	0	0	0
ENSG00000290096	0	0	5	2	3	0
ENSG00000307703	0	1	3	4	0	0
ENSG00000306620	0	0	0	0	0	0
ARHGEF10L	1120	942	2596	712	2032	1342
ENSG00000302710	0	0	0	1	0	0
LINC02810	0	0	0	0	0	0
ACTL8	44	32	36	36	87	42
ENSG00000296176	0	0	0	0	0	0
ENSG00000296161	0	0	0	0	0	0
ENSG00000284653	0	0	0	0	0	0
ENSG00000302372	0	0	1	0	0	0
LINC01654	0	0	0	0	0	0
IGSF21	660	612	709	567	456	199
ENSG00000280222	2	1	5	3	0	0
ENSG00000293810	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0
ENSG00000293766	0	0	0	0	0	0
ENSG00000225387	8	7	2	5	9	3
ENSG00000294535	6	3	4	6	5	2
KLHDC7A	824	748	240	74	52	28
DYNLL1P3	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0
ENSG00000300147	0	0	0	0	0	0
PAX7	234	215	97	68	64	16
ENSG00000308985	0	1	0	0	0	0
TAS1R2	0	0	0	0	0	0
ALDH4A1	2014	1897	2233	344	1291	1094
MIR4695	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0
ENSG00000310349	1	0	2	0	1	1
IFFO2	445	427	617	327	605	255
ENSG00000295712	0	0	0	0	0	0
ENSG00000308389	0	0	0	0	0	0
ENSG00000307102	0	0	0	0	0	0
ENSG00000272084	7	5	9	2	15	9
UBR4	4800	2614	5596	4176	9303	3218
EMC1-AS1	19	17	24	30	62	26
EMC1	2488	2121	4429	2585	4059	1622
MRTO4	1767	1785	3408	1824	2450	1119
ENSG00000286064	0	0	0	0	0	0
AKR7L	7	6	15	24	35	20
AKR7A3	11	14	18	13	24	11
ENSG00000270728	0	0	0	0	0	0
ENSG00000308073	0	0	0	0	0	0
AKR7A2	1020	848	1698	790	1956	790
RNU6-1099P	1	0	1	7	0	2
SLC66A1	561	477	1001	354	730	456
CAPZB	11350	9930	17543	15500	26012	9922
ENSG00000306364	0	0	0	0	0	0
RN7SL277P	0	0	0	0	0	0
ENSG00000306329	0	0	0	0	0	0
MICOS10	480	242	850	2734	1556	242
ENSG00000306287	0	0	0	0	0	0
RNU4-28P	0	0	0	0	0	0
MICOS10-DT	0	0	0	0	0	0
NBL1	200	163	585	87	94	96
MICOS10-NBL1	0	0	0	0	0	0
ENSG00000226396	31	35	258	24	126	50
ENSG00000306350	0	0	0	0	0	0
HTR6	144	105	126	103	516	220
TMCO4	159	137	355	121	85	42
RNF186	0	1	0	0	0	0
RNF186-AS1	0	0	1	0	0	0
OTUD3	447	417	692	470	903	404
ENSG00000308515	0	0	0	0	0	0
PLA2G2E	0	0	0	0	0	0
RN7SL304P	0	0	0	0	0	0
PLA2G2A	149	146	1543	2753	2660	737
ENSG00000297402	0	0	0	0	0	0
PLA2G5	0	2	0	1	3	1
PLA2G2D	0	0	0	0	2	1
ENSG00000307383	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	3	0
PLA2G2C	2	2	13	9	22	5
UBXN10	72	57	168	125	335	147
LINC01757	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0
VWA5B1	50	53	75	77	377	157
ENSG00000226664	0	0	0	0	0	0
ENSG00000304627	0	0	0	0	0	0
LINC01141	0	0	0	0	3	0
ENSG00000226487	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0
ENSG00000296909	0	0	0	0	0	0
CAMK2N1	146	130	464	1069	1607	313
ENSG00000289402	1	1	7	2	3	6
MUL1	967	926	2116	927	1871	1004
RPS4XP4	0	0	0	0	0	0
FAM43B	108	96	137	36	287	275
CDA	239	225	1110	632	519	237
PINK1	935	793	4314	1549	2134	1196
MIR6084	0	0	0	0	0	0
PINK1-AS	268	211	385	303	496	180
DDOST	12487	11600	19296	7005	15126	9920
ENSG00000296887	0	0	2	1	0	1
KIF17	255	211	183	143	446	227
ENSG00000235432	0	0	0	0	0	0
SH2D5	712	658	812	261	706	524
ENSG00000298940	0	0	1	0	0	0
ENSG00000233069	0	2	1	0	0	0
HP1BP3	2944	2608	4564	5484	10650	3473
EIF4G3	3943	3165	5764	5715	9244	2906
RNU7-200P	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0
RPS15AP6	0	0	0	0	0	1
ENSG00000236073	0	0	2	0	0	1
HSPE1P27	0	0	0	0	0	0
ENSG00000287192	1	2	2	0	1	1
ECE1	3343	2933	4298	2623	6514	2868
ENSG00000236936	0	0	0	0	0	0
ECE1-AS1	5	4	5	5	7	4
ENSG00000296859	0	3	2	2	11	0
PPP1R11P1	0	0	2	1	1	0
PDE4DIPP10	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0
NBPF2P	40	40	67	42	80	46
HS6ST1P1	132	136	169	55	158	94
CROCCP5	0	0	0	0	0	0
ENSG00000295832	1	0	0	0	0	1
NBPF3	819	713	1164	830	1578	701
PFN1P10	0	0	0	0	0	0
ALPL	8959	7818	10741	5242	10445	4893
ENSG00000298372	0	0	0	0	0	0
ENSG00000289715	0	0	0	0	0	0
ENSG00000305564	0	0	0	0	0	0
LINC02596	0	0	0	0	0	0
RAP1GAP	557	550	681	185	805	472
USP48	3131	2711	4980	4817	5286	1959
ENSG00000231978	0	0	0	0	0	0
LDLRAD2	11	11	40	9	57	22
HSPG2	3427	1733	1989	670	2944	1761
ENSG00000305448	0	0	0	0	0	0
RPL21P29	0	0	0	0	0	0
ENSG00000293453	0	0	0	0	0	0
ENSG00000283234	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	0	0
RN7SL386P	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0
RN7SL186P	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0
LINC01635	7	2	10	8	4	0
LINC00339	211	180	195	138	228	134
ENSG00000289694	0	0	0	0	0	0
CDC42-AS1	0	0	0	0	4	0
ENSG00000285794	0	0	0	0	0	0
CDC42	12	9	31	15	43	20
CDC42-IT1	0	0	1	0	0	0
MPHOSPH6P1	0	0	0	0	0	0
ENSG00000305135	0	0	1	0	0	0
WNT4	31	20	21	24	71	27
ENSG00000305152	0	0	0	0	0	0
ENSG00000285873	2	0	3	2	1	1
ENSG00000294752	0	0	1	1	3	1
MIR4418	0	0	0	0	0	0
ENSG00000294164	0	0	0	0	0	0
ENSG00000302675	0	0	0	0	0	0
PPIAP34	0	0	0	0	0	0
ENSG00000279625	0	1	0	0	0	0
ENSG00000299881	0	0	0	0	0	0
ZBTB40	678	589	1017	552	950	406
ENSG00000302246	0	0	0	0	0	0
ZBTB40-IT1	1	2	2	1	3	0
EPHA8	285	228	205	127	497	293
MIR6127	0	0	0	0	0	0
C1QA	0	0	0	0	0	0
ENSG00000289692	0	0	0	0	0	0
C1QC	0	0	0	0	0	0
ENSG00000308848	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
EPHB2	1803	1673	3030	1284	3206	1426
MIR4684	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0
ENSG00000297948	0	0	0	0	0	0
TEX46	1	0	1	4	5	1
KDM1A	13737	12956	22597	14354	22343	9099
ENSG00000240553	0	0	0	0	0	0
MIR3115	0	0	0	0	0	0
ENSG00000266802	0	0	0	0	0	0
LUZP1	2408	2067	2973	1912	2724	1181
ENSG00000293565	0	0	0	0	0	0
ENSG00000229010	0	0	0	0	0	0
RNU6-514P	0	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0
ENSG00000289014	1	0	2	0	1	0
HTR1D	62	65	140	124	150	37
ENSG00000304077	0	0	0	0	0	0
RPL29P6	24	15	16	0	10	5
ENSG00000302918	0	0	0	0	0	0
LINC01355	41	18	18	38	130	44
ENSG00000284726	0	0	0	0	0	0
HNRNPR	9369	8735	15113	15485	21673	7059
ZNF436	136	83	127	131	302	122
ZNF436-AS1	14	14	4	8	38	26
ENSG00000271420	0	0	0	0	0	0
TCEA3	1	0	9	9	8	2
ENSG00000232482	0	0	0	0	0	0
ENSG00000295946	0	0	0	0	0	0
ASAP3	2348	2082	2648	1155	2690	1463
E2F2	429	405	534	301	842	439
ENSG00000307540	1	2	0	2	1	0
ENSG00000307580	1	0	0	0	0	1
ENSG00000235052	15	12	9	6	12	5
ID3	4911	4643	3056	1284	4442	2948
ENSG00000307609	1	0	0	0	0	0
ENSG00000285802	0	0	1	0	3	1
MDS2	0	0	0	0	0	1
EEF1A1P48	0	0	0	0	0	0
ENSG00000304075	0	0	0	0	2	0
RPL11	18458	18365	47453	34434	47084	13881
ELOA-AS1	94	103	132	147	232	84
ELOA	2471	2383	4578	3385	3710	1447
PITHD1	1948	1788	4542	2491	3701	1589
ENSG00000289835	0	0	1	0	0	0
LYPLA2	4196	4300	8220	1686	3733	2900
GALE	675	605	1403	276	677	521
HMGCL	638	689	592	358	1164	663
FUCA1	427	462	827	595	719	341
CNR2	0	0	0	0	0	0
BTBD6P1	0	0	0	0	1	0
ENSG00000232557	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0
ENSG00000299163	1	0	1	0	0	0
H3P1	0	0	0	0	0	0
PNRC2	5628	5519	7752	6650	8432	3465
SRSF10	5903	5985	11360	11560	12832	4443
ENSG00000225315	1	1	2	0	0	0
RPL36P5	0	0	0	0	0	0
MYOM3	15	19	8	9	37	8
MYOM3-AS1	0	0	0	0	0	0
IL22RA1	15	12	7	3	5	8
IFNLR1	295	286	475	229	373	182
GRHL3	14	22	232	109	121	35
LINC02800	0	0	0	0	2	0
ENSG00000309961	0	0	0	0	0	0
GRHL3-AS1	0	1	0	0	0	0
STPG1	463	403	758	810	1616	504
ENSG00000307212	0	0	0	0	0	0
NIPAL3	401	325	928	578	831	343
NCMAP-DT	6	8	23	11	11	4
RCAN3	870	796	2347	2008	1661	590
NCMAP	31	15	34	13	4	1
ENSG00000227312	0	0	0	0	0	0
ENSG00000298126	0	0	0	0	0	0
SRRM1	6786	5961	9695	10887	14868	4308
ENSG00000307307	6	9	69	30	99	10
ENSG00000284699	0	0	0	0	0	0
ENSG00000307325	0	0	0	0	1	0
CLIC4	14485	13899	25848	24341	35526	12889
RNU6-1208P	0	0	0	0	0	0
ENSG00000293733	0	0	0	0	0	0
RUNX3	43	61	131	47	58	21
MIR6731	0	0	0	0	0	0
RUNX3-AS1	0	1	1	2	1	0
ENSG00000261025	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	2	0
ENSG00000303094	0	0	0	0	0	0
ENSG00000306010	0	0	0	0	0	0
IFITM3P7	0	0	0	0	0	0
ENSG00000307250	0	0	0	0	0	0
ENSG00000231953	0	0	1	0	0	0
SYF2	993	991	2407	2696	2848	947
ENSG00000284657	5	8	13	24	28	10
ENSG00000299599	0	0	0	0	7	0
RSRP1	311	344	549	399	873	359
ENSG00000272432	2	3	7	7	9	6
ENSG00000261349	5	8	10	14	8	5
RHD	1	0	1	9	47	10
ENSG00000309241	1	2	8	12	25	7
SDHDP6	5	8	16	2	10	12
ENSG00000259984	0	3	0	2	12	3
TMEM50A	3145	3097	6150	6779	10106	3726
RHCE	7	3	14	7	33	14
ENSG00000238084	195	165	287	64	119	125
MACO1	662	573	1461	1495	1895	564
LDLRAP1	737	683	1823	1300	1318	523
MAN1C1	435	364	1647	1196	1037	464
ENSG00000233478	0	0	0	0	0	0
SELENON	8823	7486	11330	7431	19165	7931
ENSG00000255054	0	0	0	0	0	0
ENSG00000228172	2	6	9	2	19	2
MTFR1L	746	776	1529	1004	2118	850
ENSG00000272478	0	0	0	0	0	0
AUNIP	694	637	1484	1161	1493	489
ENSG00000236528	6	4	1	2	2	2
PAQR7	252	227	512	179	409	235
STMN1	17583	16065	25915	30626	43396	16288
SNRPFP2	0	0	0	0	0	0
ENSG00000223624	0	0	0	0	0	0
ENSG00000294297	0	0	1	0	0	0
MIR3917	0	0	0	0	0	0
ENSG00000294284	0	0	0	0	0	1
PAFAH2	672	631	946	584	908	413
RNU6-110P	0	0	0	0	0	0
ENSG00000310101	3	3	0	0	1	0
ENSG00000252190	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0
EXTL1	42	30	99	28	92	28
ENSG00000310112	0	2	0	6	3	2
SLC30A2	7	1	14	3	1	1
ENSG00000301481	0	0	0	0	0	0
ENSG00000301509	0	0	1	0	0	0
ENSG00000284309	0	0	0	0	0	0
TRIM63	0	0	2	0	0	0
ENSG00000309383	0	0	0	0	0	0
PDIK1L	96	109	185	196	363	101
ENSG00000309933	0	0	0	0	0	0
FAM110D	35	20	55	28	67	40
C1orf232	0	1	0	0	1	1
ZNF593OS	0	0	2	1	2	0
ZNF593	383	390	1123	582	745	347
CNKSR1	323	295	418	139	77	46
ENSG00000302380	0	0	0	0	0	0
CATSPER4	9	12	2	1	0	2
ZPLD2P	58	48	57	36	81	36
ENSG00000278572	0	0	4	0	3	0
ENSG00000306815	11	11	4	4	15	8
CEP85	1675	1647	2583	1213	2855	1315
ENSG00000270733	0	0	0	0	0	0
ENSG00000301028	0	1	1	0	1	0
SH3BGRL3	2769	2219	3251	4796	12938	3690
UBXN11	203	199	448	217	544	256
CD52	29	49	66	37	106	36
CRYBG2	576	476	323	103	397	232
ENSG00000225854	0	0	0	0	0	0
ZNF683	0	1	0	0	0	0
LIN28A	46347	46512	65904	40473	56160	21899
DHDDS-AS1	4	7	14	21	37	10
DHDDS	1246	1081	2438	1430	1879	696
RPL17P9	0	1	1	1	0	0
HMGN2	9489	8917	10500	9587	14448	8705
ENSG00000294798	8	6	4	10	5	2
DPPA2P2	0	0	0	0	1	0
RPS6KA1	2653	2357	4850	2150	3347	1851
MIR1976	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0
ENSG00000289452	0	0	0	0	0	0
ENSG00000299831	0	0	1	0	0	2
ENSG00000299868	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0
ENSG00000299849	0	0	0	0	0	0
ENSG00000260063	10	7	15	11	31	4
ENSG00000290006	0	0	0	0	1	0
ARID1A	4332	2887	7229	6027	12747	4150
ENSG00000303544	0	0	1	0	1	1
PIGV	610	556	619	459	985	430
RN7SL165P	0	0	0	0	0	0
ENSG00000287810	0	0	0	0	0	0
ZDHHC18	1443	1329	2608	694	1793	1161
ENSG00000304862	0	0	0	0	3	0
SFN	270	211	432	132	84	73
ENSG00000309929	0	0	0	0	0	0
GPN2	748	745	1354	828	1061	538
ENSG00000226698	0	0	0	0	0	0
ENSG00000289554	11	6	14	8	10	6
GPATCH3	568	484	1055	297	695	345
NUDC	5240	4769	9781	4604	7641	3414
NR0B2	0	0	0	0	0	0
KDF1	568	444	914	264	74	75
ENSG00000297103	1	2	0	0	0	0
RPL12P13	0	0	0	0	1	0
RPL32P6	0	0	0	0	0	0
OSTCP2	0	6	20	8	14	3
TRNP1	697	778	1985	1988	2340	687
TENT5B	2730	2473	5530	1211	2362	1802
ENSG00000299378	67	54	193	66	127	98
ENSG00000299392	8	7	2	8	11	4
SLC9A1	1295	972	2708	1377	2358	891
ENSG00000298936	0	0	0	0	0	0
ENSG00000229985	0	0	0	0	1	0
CHCHD3P3	44	55	97	82	135	28
NPM1P39	3235	2805	1989	2049	2557	983
SNRPEP7	0	0	1	0	0	1
WDTC1-DT	0	0	0	0	0	0
WDTC1	1417	1169	2379	1087	3506	1701
ENSG00000243659	0	0	0	0	3	0
TMEM222	843	783	1629	725	1551	832
RNU6-48P	0	0	0	0	1	0
ACTG1P20	4	6	18	4	22	3
ENSG00000304055	5	3	4	6	30	9
SYTL1	139	126	294	51	208	152
MAP3K6	395	330	399	142	519	347
FCN3	4	6	0	0	3	2
CD164L2	80	34	28	15	59	33
ENSG00000231207	0	0	0	0	0	0
ENSG00000306354	1	5	6	1	0	0
ENSG00000306368	0	0	0	0	0	0
GPR3	559	490	693	433	818	366
WASF2	5601	5038	7129	5552	10513	4214
ENSG00000241169	0	0	0	0	0	0
ENSG00000301155	0	0	0	0	0	0
ENSG00000237429	6	1	0	2	19	8
ENSG00000300499	0	0	0	0	0	0
AHDC1	1160	865	1091	388	1577	1017
ENSG00000300470	0	0	0	0	0	0
FGR	35	20	18	16	42	32
ENSG00000301194	0	0	0	0	0	0
ENSG00000310432	10	4	1	10	3	0
ENSG00000235912	0	0	0	0	0	0
LINC02574	1	1	0	2	6	1
IFI6	72	62	30	29	104	95
ENSG00000294734	0	0	0	0	1	0
ENSG00000225886	0	0	0	0	0	0
RNU6-949P	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0
ENSG00000287244	0	0	0	0	0	0
FAM76A	381	368	649	450	834	292
ENSG00000231344	0	0	3	2	2	2
RPEP3	0	0	0	0	0	0
STX12	317	366	712	717	1115	425
ENSG00000269971	0	0	1	0	0	0
ENSG00000270031	0	0	1	2	0	0
RNU6-1245P	0	0	0	0	0	0
ENSG00000286433	2	0	1	1	1	0
PPP1R8	2015	1868	4247	2647	4329	1922
SCARNA1	2	2	0	0	2	0
ENSG00000309988	0	0	0	0	0	0
THEMIS2	437	392	503	253	746	373
RPA2	1788	1802	4173	2792	5073	2460
SMPDL3B	1193	1086	2030	1356	1218	507
ENSG00000227050	0	0	3	2	4	1
XKR8	863	761	1173	460	976	709
EYA3	1413	1255	2307	2318	2417	877
ENSG00000238231	1	0	1	0	0	0
RN7SL559P	0	0	0	1	1	0
ENSG00000301359	0	0	0	0	0	0
ENSG00000289576	17	15	20	91	34	6
SPCS2P4	996	938	1539	861	1457	807
ENSG00000228943	0	0	0	0	0	0
ARL8BP2	1	0	6	3	8	1
RNU6-176P	0	0	0	0	0	0
PTAFR	81	75	169	90	31	17
ENSG00000298310	0	0	0	0	0	0
DNAJC8	5080	4768	9573	9867	14510	3756
ENSG00000290123	1	4	9	0	5	2
ATP5IF1	1579	1426	5270	5978	7340	1909
ENSG00000270605	33	41	79	53	134	68
ENSG00000271398	0	0	0	1	1	0
SESN2	1937	1721	7817	2777	7272	3646
MED18	407	387	634	344	646	313
PHACTR4	2018	1724	3891	4038	6148	1804
DNAJC8P4	1	2	34	14	27	5
RNU6ATAC27P	0	0	0	0	0	0
ENSG00000308327	5	3	4	4	11	1
RCC1	4385	4253	9697	4641	6050	2937
SNHG3	1363	1106	2372	1427	1977	836
SNORA73A	0	0	0	0	0	0
SNORA73B	18	10	16	1	2	6
PRDX3P2	0	0	3	2	1	0
ENSG00000279443	10	3	26	17	25	11
TRNAU1AP	583	590	1287	948	1637	673
SNHG12	216	194	330	248	229	93
SNORD99	0	0	0	0	0	0
SNORA61	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0
TAF12	885	905	2124	2420	2782	818
RAB42	175	188	144	78	190	130
TAF12-DT	2	1	1	2	12	1
ENSG00000270103	0	0	0	0	0	0
RNU11	0	0	0	0	0	0
GMEB1	840	846	1675	1367	1942	703
ENSG00000252777	0	0	0	0	0	0
ENSG00000289291	34	31	57	45	123	54
YTHDF2	4726	4790	8144	6547	9038	3634
ENSG00000305996	0	0	0	0	0	1
OPRD1	67	58	53	35	103	76
ENSG00000233427	3	0	4	4	2	1
EPB41	4591	4356	6955	5382	8794	3183
ENSG00000300997	0	0	0	0	0	0
ENSG00000225616	1	3	48	8	15	1
Metazoa_SRP	3	3	5	7	3	4
TMEM200B	326	312	1802	742	148	139
ENSG00000305828	1	1	3	2	2	0
ENSG00000225750	0	0	0	0	0	0
SRSF4	3156	2559	4201	3621	5243	2020
ENSG00000277916	0	0	0	0	0	0
MECR	795	773	1366	560	1149	672
ENSG00000237934	0	0	0	0	0	0
PTPRU	2397	1991	2900	818	1955	1265
LINC01756	0	0	0	0	0	0
ENSG00000300547	0	0	0	0	0	1
ENSG00000300593	0	0	0	0	0	0
ENSG00000225011	0	0	0	0	0	0
ENSG00000300570	0	0	0	0	0	0
ENSG00000228176	0	0	0	0	0	0
ENSG00000310425	0	0	0	0	0	0
ENSG00000284676	0	0	0	0	0	0
ENSG00000299394	0	0	0	0	0	0
ENSG00000270927	0	0	0	0	0	0
ENSG00000300797	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0
ENSG00000304118	0	0	0	0	0	0
ENSG00000302306	0	0	0	0	0	0
ENSG00000302331	0	0	0	0	0	0
ENSG00000302319	0	0	0	0	0	0
ENSG00000233372	0	0	0	0	0	0
ENSG00000231251	0	0	0	0	0	0
ENSG00000306242	0	0	0	0	0	0
ENSG00000306012	0	0	0	0	0	0
ENSG00000236335	0	0	0	0	0	0
ENSG00000308745	0	0	0	0	0	0
ENSG00000231949	0	0	0	0	0	0
ENSG00000289710	0	0	0	0	0	0
ENSG00000301774	0	0	0	0	0	0
MATN1	8	5	6	4	13	4
MATN1-AS1	16	12	7	6	22	11
ENSG00000287510	0	0	0	0	1	0
LAPTM5	31	29	8	17	47	19
MIR4420	0	0	0	0	0	0
ENSG00000309098	0	0	0	0	0	0
ENSG00000306105	0	0	0	0	0	0
ENSG00000229607	0	0	1	0	0	0
LINC01778	2	0	1	0	3	1
ENSG00000298070	0	0	1	2	3	1
RN7SKP91	0	0	0	0	0	0
ENSG00000235143	0	0	0	0	0	0
SDC3	3541	3241	4175	3502	10115	4229
RN7SL371P	0	0	0	0	0	0
ENSG00000307336	0	0	0	0	0	0
PUM1	4881	4026	6796	5601	10366	3764
ENSG00000237329	0	0	0	0	0	0
ENSG00000232768	0	0	0	0	0	0
SELENOWP1	0	1	1	0	0	0
RPL21P22	0	0	0	0	0	0
ENSG00000302667	0	0	0	0	0	0
ENSG00000308292	5	6	13	8	32	5
NKAIN1	3126	2948	4325	3506	6529	2235
SNRNP40	3450	3418	5482	3008	5839	2714
ENSG00000229447	5	3	2	0	6	10
ZCCHC17	1994	1843	3342	3092	3646	1280
ENSG00000229044	1	0	1	0	0	0
FABP3	358	382	332	519	1410	599
SERINC2	1663	1373	2768	1430	3218	1396
ENSG00000305880	2	0	6	0	8	2
ENSG00000305901	0	0	0	0	0	0
EEF1A1P46	0	0	0	0	0	0
RNU6-40P	0	0	0	0	0	0
LDC1P	0	0	0	0	0	0
LINC01226	0	0	3	0	0	1
ENSG00000229167	0	0	0	0	0	0
TINAGL1	386	303	268	74	327	243
ENSG00000305292	1	0	2	0	4	0
HCRTR1	10	7	9	1	7	5
PEF1	1645	1607	2684	1040	2225	1392
PEF1-AS1	2	1	6	5	2	0
COL16A1	252	232	305	94	271	188
ENSG00000306756	0	0	0	0	0	0
ENSG00000295060	0	0	0	0	0	0
ADGRB2	1351	1134	1794	836	3522	2075
MIR4254	0	1	0	0	0	0
ENSG00000306226	0	0	0	1	0	0
ENSG00000301119	2	3	2	0	5	2
ENSG00000254545	0	0	0	0	0	0
SPOCD1	58	55	42	19	80	48
ENSG00000203620	0	0	1	2	1	1
ENSG00000269967	0	0	0	3	3	0
PTP4A2	6662	6546	10768	16905	22945	5817
ENSG00000288678	0	0	0	0	0	0
ENSG00000228634	0	0	0	0	0	0
ENSG00000300504	0	0	0	0	0	0
ENSG00000284702	0	0	0	0	0	0
KHDRBS1	10872	10366	16121	10562	18986	8557
ENSG00000203325	0	0	0	0	2	0
TMEM39B	539	484	832	606	1448	572
MIR5585	0	0	0	0	0	0
KPNA6	4542	4167	7151	4739	7371	2821
ENSG00000250135	0	0	0	0	1	0
ENSG00000297522	0	1	3	0	3	0
TXLNA	2210	2136	3589	2039	4626	1974
CCDC28B	324	339	1105	268	1001	540
ENSG00000224066	4	3	1	2	5	3
IQCC	124	148	222	188	417	164
DCDC2B	0	0	0	0	0	0
TMEM234	142	124	362	170	346	152
EIF3I	8258	8063	13601	9585	13520	5966
MTMR9LP	199	213	267	176	420	248
ENSG00000290045	61	46	43	29	100	47
FAM167B	58	43	25	34	110	49
LCK	2508	2398	1514	903	1834	873
HDAC1	3993	3967	7734	4447	7472	3153
MARCKSL1	21159	20053	38766	31939	68312	23595
ENSG00000305107	4	6	4	3	7	4
ENSG00000305127	3	0	1	0	1	1
ENSG00000233775	1	0	0	1	0	0
