""	WT_1	WT_2	Y2_1	Y2_2	YT_1	YT_2
TBC1D3P6	0	0	0	0	0	0
SRARP	3	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0
HSPB7	2	1	2	0	1	0
CLCNKA	21	14	43	27	57	18
ENSG00000307216	1	4	5	6	4	1
FAM131C2P	0	0	0	0	0	0
CLCNKB	99	93	80	89	197	48
FAM131C	53	40	20	25	47	12
EPHA2	1126	995	1603	1095	1953	605
EPHA2-AS1	0	3	7	1	6	7
ENSG00000297531	0	1	1	0	0	0
ARHGEF19	1803	1603	2864	344	417	644
ENSG00000291077	0	4	4	0	0	0
ANO7L1	3	3	1	0	1	1
ENSG00000288398	67	83	273	109	177	85
CPLANE2	89	63	159	58	68	29
ENSG00000293791	1	3	4	1	11	2
MT1XP1	0	0	0	0	0	0
FBXO42	1327	1215	1980	1414	3068	1243
SZRD1	5178	5174	10377	4231	7513	3936
RPL22P3	26	27	86	71	68	31
SPATA21	3	2	1	2	5	0
NECAP2	1460	1348	2417	1101	2050	1472
CROCCP3	85	38	51	75	244	93
LINC01772	5	3	8	3	12	4
ENSG00000306228	3	6	5	7	7	10
RNU1-1	1	0	1	2	0	0
ENSG00000224174	56	48	46	14	57	30
LINC01783	11	4	9	11	14	1
RNU1-6P	0	0	0	0	0	0
ENSG00000298308	11	22	34	29	39	19
PDE4DIPP8	0	0	0	0	0	0
NBPF1	318	280	1093	329	1115	973
ENSG00000271732	0	0	4	4	1	2
ENSG00000291072	277	211	268	277	524	344
CROCCP2	4	0	2	2	0	1
ENSG00000283773	0	0	0	0	0	0
ENSG00000293920	1	1	0	4	4	4
ENSG00000293901	0	0	0	0	0	0
MST1P2	49	21	58	4	15	22
ENSG00000282143	0	0	0	1	2	3
RNU1-3	0	0	0	0	0	0
ENSG00000280114	2	0	1	1	3	6
ENSG00000290849	790	673	1017	589	774	583
EIF1AXP1	0	0	0	0	0	0
ENSG00000296694	2	1	7	1	2	1
ESPNP	13	7	14	18	10	0
ENSG00000279151	0	0	0	0	0	0
ENSG00000293526	0	1	0	0	0	0
ENSG00000282740	0	0	1	0	1	0
CROCC	691	483	951	533	829	227
ENSG00000290850	4	1	5	0	7	8
RNU1-4	0	1	0	1	0	0
CROCCP4	0	0	0	0	0	0
ENSG00000290851	12	8	0	1	3	2
MST1L	0	0	0	0	0	0
ENSG00000223643	0	0	0	0	0	0
PDE4DIPP9	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0
ENSG00000302843	0	1	0	0	3	0
LINC03126	28	15	31	31	52	25
RNU1-5P	0	0	0	0	0	0
ENSG00000238142	90	102	143	103	239	112
ENSG00000235241	0	0	1	0	0	0
RNU1-2	0	0	0	0	0	0
ENSG00000272426	0	1	1	0	2	0
ENSG00000290122	1	0	0	1	2	4
MFAP2	3043	2838	4554	2703	7145	3292
ENSG00000286898	0	0	6	0	6	2
ENSG00000226526	0	1	2	0	1	0
ATP13A2	3636	3096	5173	2363	3789	1505
ENSG00000288636	0	0	0	0	0	0
SDHB	1615	1456	3008	866	2589	3015
PADI2	428	412	586	527	1300	436
LINC02783	0	0	2	0	1	3
ENSG00000282843	0	0	0	0	0	0
PADI1	18	23	28	11	26	3
PADI3	135	110	60	71	221	43
MIR3972	1	0	0	0	0	0
PADI4	14	8	1	4	23	3
PADI6	0	0	1	0	0	0
RCC2-AS1	0	1	0	0	2	0
RCC2	17900	17867	48293	12697	29103	27357
ENSG00000308620	0	0	0	0	0	0
ENSG00000290096	0	0	5	0	3	2
ENSG00000307703	0	1	3	0	0	4
ENSG00000306620	0	0	0	0	0	0
ARHGEF10L	1120	942	2596	1342	2032	712
ENSG00000302710	0	0	0	0	0	1
LINC02810	0	0	0	0	0	0
ACTL8	44	32	36	42	87	36
ENSG00000296176	0	0	0	0	0	0
ENSG00000296161	0	0	0	0	0	0
ENSG00000284653	0	0	0	0	0	0
ENSG00000302372	0	0	1	0	0	0
LINC01654	0	0	0	0	0	0
IGSF21	660	612	709	199	456	567
ENSG00000280222	2	1	5	0	0	3
ENSG00000293810	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0
ENSG00000293766	0	0	0	0	0	0
ENSG00000225387	8	7	2	3	9	5
ENSG00000294535	6	3	4	2	5	6
KLHDC7A	824	748	240	28	52	74
DYNLL1P3	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0
ENSG00000300147	0	0	0	0	0	0
PAX7	234	215	97	16	64	68
ENSG00000308985	0	1	0	0	0	0
TAS1R2	0	0	0	0	0	0
ALDH4A1	2014	1897	2233	1094	1291	344
MIR4695	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0
ENSG00000310349	1	0	2	1	1	0
IFFO2	445	427	617	255	605	327
ENSG00000295712	0	0	0	0	0	0
ENSG00000308389	0	0	0	0	0	0
ENSG00000307102	0	0	0	0	0	0
ENSG00000272084	7	5	9	9	15	2
UBR4	4800	2614	5596	3218	9303	4176
EMC1-AS1	19	17	24	26	62	30
EMC1	2488	2121	4429	1622	4059	2585
MRTO4	1767	1785	3408	1119	2450	1824
ENSG00000286064	0	0	0	0	0	0
AKR7L	7	6	15	20	35	24
AKR7A3	11	14	18	11	24	13
ENSG00000270728	0	0	0	0	0	0
ENSG00000308073	0	0	0	0	0	0
AKR7A2	1020	848	1698	790	1956	790
RNU6-1099P	1	0	1	2	0	7
SLC66A1	561	477	1001	456	730	354
CAPZB	11350	9930	17543	9922	26012	15500
ENSG00000306364	0	0	0	0	0	0
RN7SL277P	0	0	0	0	0	0
ENSG00000306329	0	0	0	0	0	0
MICOS10	480	242	850	242	1556	2734
ENSG00000306287	0	0	0	0	0	0
RNU4-28P	0	0	0	0	0	0
MICOS10-DT	0	0	0	0	0	0
NBL1	200	163	585	96	94	87
MICOS10-NBL1	0	0	0	0	0	0
ENSG00000226396	31	35	258	50	126	24
ENSG00000306350	0	0	0	0	0	0
HTR6	144	105	126	220	516	103
TMCO4	159	137	355	42	85	121
RNF186	0	1	0	0	0	0
RNF186-AS1	0	0	1	0	0	0
OTUD3	447	417	692	404	903	470
ENSG00000308515	0	0	0	0	0	0
PLA2G2E	0	0	0	0	0	0
RN7SL304P	0	0	0	0	0	0
PLA2G2A	149	146	1543	737	2660	2753
ENSG00000297402	0	0	0	0	0	0
PLA2G5	0	2	0	1	3	1
PLA2G2D	0	0	0	1	2	0
ENSG00000307383	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	3	0
PLA2G2C	2	2	13	5	22	9
UBXN10	72	57	168	147	335	125
LINC01757	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0
VWA5B1	50	53	75	157	377	77
ENSG00000226664	0	0	0	0	0	0
ENSG00000304627	0	0	0	0	0	0
LINC01141	0	0	0	0	3	0
ENSG00000226487	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0
ENSG00000296909	0	0	0	0	0	0
CAMK2N1	146	130	464	313	1607	1069
ENSG00000289402	1	1	7	6	3	2
MUL1	967	926	2116	1004	1871	927
RPS4XP4	0	0	0	0	0	0
FAM43B	108	96	137	275	287	36
CDA	239	225	1110	237	519	632
PINK1	935	793	4314	1196	2134	1549
MIR6084	0	0	0	0	0	0
PINK1-AS	268	211	385	180	496	303
DDOST	12487	11600	19296	9920	15126	7005
ENSG00000296887	0	0	2	1	0	1
KIF17	255	211	183	227	446	143
ENSG00000235432	0	0	0	0	0	0
SH2D5	712	658	812	524	706	261
ENSG00000298940	0	0	1	0	0	0
ENSG00000233069	0	2	1	0	0	0
HP1BP3	2944	2608	4564	3473	10650	5484
EIF4G3	3943	3165	5764	2906	9244	5715
RNU7-200P	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0
RPS15AP6	0	0	0	1	0	0
ENSG00000236073	0	0	2	1	0	0
HSPE1P27	0	0	0	0	0	0
ENSG00000287192	1	2	2	1	1	0
ECE1	3343	2933	4298	2868	6514	2623
ENSG00000236936	0	0	0	0	0	0
ECE1-AS1	5	4	5	4	7	5
ENSG00000296859	0	3	2	0	11	2
PPP1R11P1	0	0	2	0	1	1
PDE4DIPP10	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0
NBPF2P	40	40	67	46	80	42
HS6ST1P1	132	136	169	94	158	55
CROCCP5	0	0	0	0	0	0
ENSG00000295832	1	0	0	1	0	0
NBPF3	819	713	1164	701	1578	830
PFN1P10	0	0	0	0	0	0
ALPL	8959	7818	10741	4893	10445	5242
ENSG00000298372	0	0	0	0	0	0
ENSG00000289715	0	0	0	0	0	0
ENSG00000305564	0	0	0	0	0	0
LINC02596	0	0	0	0	0	0
RAP1GAP	557	550	681	472	805	185
USP48	3131	2711	4980	1959	5286	4817
ENSG00000231978	0	0	0	0	0	0
LDLRAD2	11	11	40	22	57	9
HSPG2	3427	1733	1989	1761	2944	670
ENSG00000305448	0	0	0	0	0	0
RPL21P29	0	0	0	0	0	0
ENSG00000293453	0	0	0	0	0	0
ENSG00000283234	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	0	0
RN7SL386P	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0
RN7SL186P	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0
LINC01635	7	2	10	0	4	8
LINC00339	211	180	195	134	228	138
ENSG00000289694	0	0	0	0	0	0
CDC42-AS1	0	0	0	0	4	0
ENSG00000285794	0	0	0	0	0	0
CDC42	12	9	31	20	43	15
CDC42-IT1	0	0	1	0	0	0
MPHOSPH6P1	0	0	0	0	0	0
ENSG00000305135	0	0	1	0	0	0
WNT4	31	20	21	27	71	24
ENSG00000305152	0	0	0	0	0	0
ENSG00000285873	2	0	3	1	1	2
ENSG00000294752	0	0	1	1	3	1
MIR4418	0	0	0	0	0	0
ENSG00000294164	0	0	0	0	0	0
ENSG00000302675	0	0	0	0	0	0
PPIAP34	0	0	0	0	0	0
ENSG00000279625	0	1	0	0	0	0
ENSG00000299881	0	0	0	0	0	0
ZBTB40	678	589	1017	406	950	552
ENSG00000302246	0	0	0	0	0	0
ZBTB40-IT1	1	2	2	0	3	1
EPHA8	285	228	205	293	497	127
MIR6127	0	0	0	0	0	0
C1QA	0	0	0	0	0	0
ENSG00000289692	0	0	0	0	0	0
C1QC	0	0	0	0	0	0
ENSG00000308848	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
EPHB2	1803	1673	3030	1426	3206	1284
MIR4684	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0
ENSG00000297948	0	0	0	0	0	0
TEX46	1	0	1	1	5	4
KDM1A	13737	12956	22597	9099	22343	14354
ENSG00000240553	0	0	0	0	0	0
MIR3115	0	0	0	0	0	0
ENSG00000266802	0	0	0	0	0	0
LUZP1	2408	2067	2973	1181	2724	1912
ENSG00000293565	0	0	0	0	0	0
ENSG00000229010	0	0	0	0	0	0
RNU6-514P	0	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0
ENSG00000289014	1	0	2	0	1	0
HTR1D	62	65	140	37	150	124
ENSG00000304077	0	0	0	0	0	0
RPL29P6	24	15	16	5	10	0
ENSG00000302918	0	0	0	0	0	0
LINC01355	41	18	18	44	130	38
ENSG00000284726	0	0	0	0	0	0
HNRNPR	9369	8735	15113	7059	21673	15485
ZNF436	136	83	127	122	302	131
ZNF436-AS1	14	14	4	26	38	8
ENSG00000271420	0	0	0	0	0	0
TCEA3	1	0	9	2	8	9
ENSG00000232482	0	0	0	0	0	0
ENSG00000295946	0	0	0	0	0	0
ASAP3	2348	2082	2648	1463	2690	1155
E2F2	429	405	534	439	842	301
ENSG00000307540	1	2	0	0	1	2
ENSG00000307580	1	0	0	1	0	0
ENSG00000235052	15	12	9	5	12	6
ID3	4911	4643	3056	2948	4442	1284
ENSG00000307609	1	0	0	0	0	0
ENSG00000285802	0	0	1	1	3	0
MDS2	0	0	0	1	0	0
EEF1A1P48	0	0	0	0	0	0
ENSG00000304075	0	0	0	0	2	0
RPL11	18458	18365	47453	13881	47084	34434
ELOA-AS1	94	103	132	84	232	147
ELOA	2471	2383	4578	1447	3710	3385
PITHD1	1948	1788	4542	1589	3701	2491
ENSG00000289835	0	0	1	0	0	0
LYPLA2	4196	4300	8220	2900	3733	1686
GALE	675	605	1403	521	677	276
HMGCL	638	689	592	663	1164	358
FUCA1	427	462	827	341	719	595
CNR2	0	0	0	0	0	0
BTBD6P1	0	0	0	0	1	0
ENSG00000232557	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0
ENSG00000299163	1	0	1	0	0	0
H3P1	0	0	0	0	0	0
PNRC2	5628	5519	7752	3465	8432	6650
SRSF10	5903	5985	11360	4443	12832	11560
ENSG00000225315	1	1	2	0	0	0
RPL36P5	0	0	0	0	0	0
MYOM3	15	19	8	8	37	9
MYOM3-AS1	0	0	0	0	0	0
IL22RA1	15	12	7	8	5	3
IFNLR1	295	286	475	182	373	229
GRHL3	14	22	232	35	121	109
LINC02800	0	0	0	0	2	0
ENSG00000309961	0	0	0	0	0	0
GRHL3-AS1	0	1	0	0	0	0
STPG1	463	403	758	504	1616	810
ENSG00000307212	0	0	0	0	0	0
NIPAL3	401	325	928	343	831	578
NCMAP-DT	6	8	23	4	11	11
RCAN3	870	796	2347	590	1661	2008
NCMAP	31	15	34	1	4	13
ENSG00000227312	0	0	0	0	0	0
ENSG00000298126	0	0	0	0	0	0
SRRM1	6786	5961	9695	4308	14868	10887
ENSG00000307307	6	9	69	10	99	30
ENSG00000284699	0	0	0	0	0	0
ENSG00000307325	0	0	0	0	1	0
CLIC4	14485	13899	25848	12889	35526	24341
RNU6-1208P	0	0	0	0	0	0
ENSG00000293733	0	0	0	0	0	0
RUNX3	43	61	131	21	58	47
MIR6731	0	0	0	0	0	0
RUNX3-AS1	0	1	1	0	1	2
ENSG00000261025	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	2	0
ENSG00000303094	0	0	0	0	0	0
ENSG00000306010	0	0	0	0	0	0
IFITM3P7	0	0	0	0	0	0
ENSG00000307250	0	0	0	0	0	0
ENSG00000231953	0	0	1	0	0	0
SYF2	993	991	2407	947	2848	2696
ENSG00000284657	5	8	13	10	28	24
ENSG00000299599	0	0	0	0	7	0
RSRP1	311	344	549	359	873	399
ENSG00000272432	2	3	7	6	9	7
ENSG00000261349	5	8	10	5	8	14
RHD	1	0	1	10	47	9
ENSG00000309241	1	2	8	7	25	12
SDHDP6	5	8	16	12	10	2
ENSG00000259984	0	3	0	3	12	2
TMEM50A	3145	3097	6150	3726	10106	6779
RHCE	7	3	14	14	33	7
ENSG00000238084	195	165	287	125	119	64
MACO1	662	573	1461	564	1895	1495
LDLRAP1	737	683	1823	523	1318	1300
MAN1C1	435	364	1647	464	1037	1196
ENSG00000233478	0	0	0	0	0	0
SELENON	8823	7486	11330	7931	19165	7431
ENSG00000255054	0	0	0	0	0	0
ENSG00000228172	2	6	9	2	19	2
MTFR1L	746	776	1529	850	2118	1004
ENSG00000272478	0	0	0	0	0	0
AUNIP	694	637	1484	489	1493	1161
ENSG00000236528	6	4	1	2	2	2
PAQR7	252	227	512	235	409	179
STMN1	17583	16065	25915	16288	43396	30626
SNRPFP2	0	0	0	0	0	0
ENSG00000223624	0	0	0	0	0	0
ENSG00000294297	0	0	1	0	0	0
MIR3917	0	0	0	0	0	0
ENSG00000294284	0	0	0	1	0	0
PAFAH2	672	631	946	413	908	584
RNU6-110P	0	0	0	0	0	0
ENSG00000310101	3	3	0	0	1	0
ENSG00000252190	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0
EXTL1	42	30	99	28	92	28
ENSG00000310112	0	2	0	2	3	6
SLC30A2	7	1	14	1	1	3
ENSG00000301481	0	0	0	0	0	0
ENSG00000301509	0	0	1	0	0	0
ENSG00000284309	0	0	0	0	0	0
TRIM63	0	0	2	0	0	0
ENSG00000309383	0	0	0	0	0	0
PDIK1L	96	109	185	101	363	196
ENSG00000309933	0	0	0	0	0	0
FAM110D	35	20	55	40	67	28
C1orf232	0	1	0	1	1	0
ZNF593OS	0	0	2	0	2	1
ZNF593	383	390	1123	347	745	582
CNKSR1	323	295	418	46	77	139
ENSG00000302380	0	0	0	0	0	0
CATSPER4	9	12	2	2	0	1
ZPLD2P	58	48	57	36	81	36
ENSG00000278572	0	0	4	0	3	0
ENSG00000306815	11	11	4	8	15	4
CEP85	1675	1647	2583	1315	2855	1213
ENSG00000270733	0	0	0	0	0	0
ENSG00000301028	0	1	1	0	1	0
SH3BGRL3	2769	2219	3251	3690	12938	4796
UBXN11	203	199	448	256	544	217
CD52	29	49	66	36	106	37
CRYBG2	576	476	323	232	397	103
ENSG00000225854	0	0	0	0	0	0
ZNF683	0	1	0	0	0	0
LIN28A	46347	46512	65904	21899	56160	40473
DHDDS-AS1	4	7	14	10	37	21
DHDDS	1246	1081	2438	696	1879	1430
RPL17P9	0	1	1	0	0	1
HMGN2	9489	8917	10500	8705	14448	9587
ENSG00000294798	8	6	4	2	5	10
DPPA2P2	0	0	0	0	1	0
RPS6KA1	2653	2357	4850	1851	3347	2150
MIR1976	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0
ENSG00000289452	0	0	0	0	0	0
ENSG00000299831	0	0	1	2	0	0
ENSG00000299868	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0
ENSG00000299849	0	0	0	0	0	0
ENSG00000260063	10	7	15	4	31	11
ENSG00000290006	0	0	0	0	1	0
ARID1A	4332	2887	7229	4150	12747	6027
ENSG00000303544	0	0	1	1	1	0
PIGV	610	556	619	430	985	459
RN7SL165P	0	0	0	0	0	0
ENSG00000287810	0	0	0	0	0	0
ZDHHC18	1443	1329	2608	1161	1793	694
ENSG00000304862	0	0	0	0	3	0
SFN	270	211	432	73	84	132
ENSG00000309929	0	0	0	0	0	0
GPN2	748	745	1354	538	1061	828
ENSG00000226698	0	0	0	0	0	0
ENSG00000289554	11	6	14	6	10	8
GPATCH3	568	484	1055	345	695	297
NUDC	5240	4769	9781	3414	7641	4604
NR0B2	0	0	0	0	0	0
KDF1	568	444	914	75	74	264
ENSG00000297103	1	2	0	0	0	0
RPL12P13	0	0	0	0	1	0
RPL32P6	0	0	0	0	0	0
OSTCP2	0	6	20	3	14	8
TRNP1	697	778	1985	687	2340	1988
TENT5B	2730	2473	5530	1802	2362	1211
ENSG00000299378	67	54	193	98	127	66
ENSG00000299392	8	7	2	4	11	8
SLC9A1	1295	972	2708	891	2358	1377
ENSG00000298936	0	0	0	0	0	0
ENSG00000229985	0	0	0	0	1	0
CHCHD3P3	44	55	97	28	135	82
NPM1P39	3235	2805	1989	983	2557	2049
SNRPEP7	0	0	1	1	0	0
WDTC1-DT	0	0	0	0	0	0
WDTC1	1417	1169	2379	1701	3506	1087
ENSG00000243659	0	0	0	0	3	0
TMEM222	843	783	1629	832	1551	725
RNU6-48P	0	0	0	0	1	0
ACTG1P20	4	6	18	3	22	4
ENSG00000304055	5	3	4	9	30	6
SYTL1	139	126	294	152	208	51
MAP3K6	395	330	399	347	519	142
FCN3	4	6	0	2	3	0
CD164L2	80	34	28	33	59	15
ENSG00000231207	0	0	0	0	0	0
ENSG00000306354	1	5	6	0	0	1
ENSG00000306368	0	0	0	0	0	0
GPR3	559	490	693	366	818	433
WASF2	5601	5038	7129	4214	10513	5552
ENSG00000241169	0	0	0	0	0	0
ENSG00000301155	0	0	0	0	0	0
ENSG00000237429	6	1	0	8	19	2
ENSG00000300499	0	0	0	0	0	0
AHDC1	1160	865	1091	1017	1577	388
ENSG00000300470	0	0	0	0	0	0
FGR	35	20	18	32	42	16
ENSG00000301194	0	0	0	0	0	0
ENSG00000310432	10	4	1	0	3	10
ENSG00000235912	0	0	0	0	0	0
LINC02574	1	1	0	1	6	2
IFI6	72	62	30	95	104	29
ENSG00000294734	0	0	0	0	1	0
ENSG00000225886	0	0	0	0	0	0
RNU6-949P	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0
ENSG00000287244	0	0	0	0	0	0
FAM76A	381	368	649	292	834	450
ENSG00000231344	0	0	3	2	2	2
RPEP3	0	0	0	0	0	0
STX12	317	366	712	425	1115	717
ENSG00000269971	0	0	1	0	0	0
ENSG00000270031	0	0	1	0	0	2
RNU6-1245P	0	0	0	0	0	0
ENSG00000286433	2	0	1	0	1	1
PPP1R8	2015	1868	4247	1922	4329	2647
SCARNA1	2	2	0	0	2	0
ENSG00000309988	0	0	0	0	0	0
THEMIS2	437	392	503	373	746	253
RPA2	1788	1802	4173	2460	5073	2792
SMPDL3B	1193	1086	2030	507	1218	1356
ENSG00000227050	0	0	3	1	4	2
XKR8	863	761	1173	709	976	460
EYA3	1413	1255	2307	877	2417	2318
ENSG00000238231	1	0	1	0	0	0
RN7SL559P	0	0	0	0	1	1
ENSG00000301359	0	0	0	0	0	0
ENSG00000289576	17	15	20	6	34	91
SPCS2P4	996	938	1539	807	1457	861
ENSG00000228943	0	0	0	0	0	0
ARL8BP2	1	0	6	1	8	3
RNU6-176P	0	0	0	0	0	0
PTAFR	81	75	169	17	31	90
ENSG00000298310	0	0	0	0	0	0
DNAJC8	5080	4768	9573	3756	14510	9867
ENSG00000290123	1	4	9	2	5	0
ATP5IF1	1579	1426	5270	1909	7340	5978
ENSG00000270605	33	41	79	68	134	53
ENSG00000271398	0	0	0	0	1	1
SESN2	1937	1721	7817	3646	7272	2777
MED18	407	387	634	313	646	344
PHACTR4	2018	1724	3891	1804	6148	4038
DNAJC8P4	1	2	34	5	27	14
RNU6ATAC27P	0	0	0	0	0	0
ENSG00000308327	5	3	4	1	11	4
RCC1	4385	4253	9697	2937	6050	4641
SNHG3	1363	1106	2372	836	1977	1427
SNORA73A	0	0	0	0	0	0
SNORA73B	18	10	16	6	2	1
PRDX3P2	0	0	3	0	1	2
ENSG00000279443	10	3	26	11	25	17
TRNAU1AP	583	590	1287	673	1637	948
SNHG12	216	194	330	93	229	248
SNORD99	0	0	0	0	0	0
SNORA61	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0
TAF12	885	905	2124	818	2782	2420
RAB42	175	188	144	130	190	78
TAF12-DT	2	1	1	1	12	2
ENSG00000270103	0	0	0	0	0	0
RNU11	0	0	0	0	0	0
GMEB1	840	846	1675	703	1942	1367
ENSG00000252777	0	0	0	0	0	0
ENSG00000289291	34	31	57	54	123	45
YTHDF2	4726	4790	8144	3634	9038	6547
ENSG00000305996	0	0	0	1	0	0
OPRD1	67	58	53	76	103	35
ENSG00000233427	3	0	4	1	2	4
EPB41	4591	4356	6955	3183	8794	5382
ENSG00000300997	0	0	0	0	0	0
ENSG00000225616	1	3	48	1	15	8
Metazoa_SRP	3	3	5	4	3	7
TMEM200B	326	312	1802	139	148	742
ENSG00000305828	1	1	3	0	2	2
ENSG00000225750	0	0	0	0	0	0
SRSF4	3156	2559	4201	2020	5243	3621
ENSG00000277916	0	0	0	0	0	0
MECR	795	773	1366	672	1149	560
ENSG00000237934	0	0	0	0	0	0
PTPRU	2397	1991	2900	1265	1955	818
LINC01756	0	0	0	0	0	0
ENSG00000300547	0	0	0	1	0	0
ENSG00000300593	0	0	0	0	0	0
ENSG00000225011	0	0	0	0	0	0
ENSG00000300570	0	0	0	0	0	0
ENSG00000228176	0	0	0	0	0	0
ENSG00000310425	0	0	0	0	0	0
ENSG00000284676	0	0	0	0	0	0
ENSG00000299394	0	0	0	0	0	0
ENSG00000270927	0	0	0	0	0	0
ENSG00000300797	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0
ENSG00000304118	0	0	0	0	0	0
ENSG00000302306	0	0	0	0	0	0
ENSG00000302331	0	0	0	0	0	0
ENSG00000302319	0	0	0	0	0	0
ENSG00000233372	0	0	0	0	0	0
ENSG00000231251	0	0	0	0	0	0
ENSG00000306242	0	0	0	0	0	0
ENSG00000306012	0	0	0	0	0	0
ENSG00000236335	0	0	0	0	0	0
ENSG00000308745	0	0	0	0	0	0
ENSG00000231949	0	0	0	0	0	0
ENSG00000289710	0	0	0	0	0	0
ENSG00000301774	0	0	0	0	0	0
MATN1	8	5	6	4	13	4
MATN1-AS1	16	12	7	11	22	6
ENSG00000287510	0	0	0	0	1	0
LAPTM5	31	29	8	19	47	17
MIR4420	0	0	0	0	0	0
ENSG00000309098	0	0	0	0	0	0
ENSG00000306105	0	0	0	0	0	0
ENSG00000229607	0	0	1	0	0	0
LINC01778	2	0	1	1	3	0
ENSG00000298070	0	0	1	1	3	2
RN7SKP91	0	0	0	0	0	0
ENSG00000235143	0	0	0	0	0	0
SDC3	3541	3241	4175	4229	10115	3502
RN7SL371P	0	0	0	0	0	0
ENSG00000307336	0	0	0	0	0	0
PUM1	4881	4026	6796	3764	10366	5601
ENSG00000237329	0	0	0	0	0	0
ENSG00000232768	0	0	0	0	0	0
SELENOWP1	0	1	1	0	0	0
RPL21P22	0	0	0	0	0	0
ENSG00000302667	0	0	0	0	0	0
ENSG00000308292	5	6	13	5	32	8
NKAIN1	3126	2948	4325	2235	6529	3506
SNRNP40	3450	3418	5482	2714	5839	3008
ENSG00000229447	5	3	2	10	6	0
ZCCHC17	1994	1843	3342	1280	3646	3092
ENSG00000229044	1	0	1	0	0	0
FABP3	358	382	332	599	1410	519
SERINC2	1663	1373	2768	1396	3218	1430
ENSG00000305880	2	0	6	2	8	0
ENSG00000305901	0	0	0	0	0	0
EEF1A1P46	0	0	0	0	0	0
RNU6-40P	0	0	0	0	0	0
LDC1P	0	0	0	0	0	0
LINC01226	0	0	3	1	0	0
ENSG00000229167	0	0	0	0	0	0
TINAGL1	386	303	268	243	327	74
ENSG00000305292	1	0	2	0	4	0
HCRTR1	10	7	9	5	7	1
PEF1	1645	1607	2684	1392	2225	1040
PEF1-AS1	2	1	6	0	2	5
COL16A1	252	232	305	188	271	94
ENSG00000306756	0	0	0	0	0	0
ENSG00000295060	0	0	0	0	0	0
ADGRB2	1351	1134	1794	2075	3522	836
MIR4254	0	1	0	0	0	0
ENSG00000306226	0	0	0	0	0	1
ENSG00000301119	2	3	2	2	5	0
ENSG00000254545	0	0	0	0	0	0
SPOCD1	58	55	42	48	80	19
ENSG00000203620	0	0	1	1	1	2
ENSG00000269967	0	0	0	0	3	3
PTP4A2	6662	6546	10768	5817	22945	16905
ENSG00000288678	0	0	0	0	0	0
ENSG00000228634	0	0	0	0	0	0
ENSG00000300504	0	0	0	0	0	0
ENSG00000284702	0	0	0	0	0	0
KHDRBS1	10872	10366	16121	8557	18986	10562
ENSG00000203325	0	0	0	0	2	0
TMEM39B	539	484	832	572	1448	606
MIR5585	0	0	0	0	0	0
KPNA6	4542	4167	7151	2821	7371	4739
ENSG00000250135	0	0	0	0	1	0
ENSG00000297522	0	1	3	0	3	0
TXLNA	2210	2136	3589	1974	4626	2039
CCDC28B	324	339	1105	540	1001	268
ENSG00000224066	4	3	1	3	5	2
IQCC	124	148	222	164	417	188
DCDC2B	0	0	0	0	0	0
TMEM234	142	124	362	152	346	170
EIF3I	8258	8063	13601	5966	13520	9585
MTMR9LP	199	213	267	248	420	176
ENSG00000290045	61	46	43	47	100	29
FAM167B	58	43	25	49	110	34
LCK	2508	2398	1514	873	1834	903
HDAC1	3993	3967	7734	3153	7472	4447
MARCKSL1	21159	20053	38766	23595	68312	31939
ENSG00000305107	4	6	4	4	7	3
ENSG00000305127	3	0	1	1	1	0
ENSG00000233775	1	0	0	0	0	1
